file,date,n_sites,wbt_mean,spatial_variance,lambda_weighted,graph_h_0.125,graph_h_0.250,graph_h_0.500,graph_h_1.000,graph_h_2.000
era5_202207_consistent.csv,2022-07-04,121,23.0119561949374,12.9974277046262,5.63064581047679,2.26243005956777,3.65323400801451,6.48581693292875,10.0926075118464,12.1839919234455
era5_202207_consistent.csv,2022-07-05,121,23.0139470155272,17.8608925508683,8.22990178584552,2.60812564707291,4.46537424356335,8.36999441036175,13.7186643285878,16.7414691035681
era5_202207_consistent.csv,2022-07-06,121,22.2648000205758,19.1768206378821,7.45901767262309,3.02628658528682,4.98597428476649,8.97427992132925,14.6397816253892,17.9294740820528
era5_202207_consistent.csv,2022-07-07,121,22.760561635867,12.2079217573789,4.27688115738755,2.47291230205468,3.71397679042649,6.18139296860944,9.53164830344219,11.4698704262284
era5_202207_consistent.csv,2022-07-08,121,22.9290054036845,17.6355620503255,7.6626899642408,3.21148647615765,5.07198744694045,8.81990674417582,13.7404271022818,16.5658242759378
era5_202207_consistent.csv,2022-07-09,121,22.916559833749,20.8080075022418,9.08944071901782,3.30942593362001,5.82333350213452,10.9021028574613,16.7511031649953,19.7556844341811
era5_202207_consistent.csv,2022-07-10,121,22.9059510012431,18.1372543323436,7.18707349288611,2.55008837454791,4.33373774817624,8.53655299506328,13.9882676062791,17.0014919682024
era5_202207_consistent.csv,2022-07-11,121,23.2337205704778,17.0664672793335,6.75641207022051,2.78492408716475,4.64312206560774,8.70720238234968,13.6974067906549,16.2045628001671
era5_202207_consistent.csv,2022-07-12,121,23.3790514150204,15.3416752461828,5.35620588843316,2.7358351722091,4.21051678087891,7.65344802946763,12.1891323780461,14.5222751627248
era5_202207_consistent.csv,2022-07-13,121,23.3017810427054,17.2614937230361,6.88444341202349,3.87308306814398,5.91421480319144,9.32319110413435,13.7882642929821,16.3123740473489
era5_202207_consistent.csv,2022-07-14,121,23.6097335586034,17.2567657950559,7.00161206836525,3.72695781706617,5.8460567866885,9.73781883766795,14.1250114642523,16.4211657862196
era5_202207_consistent.csv,2022-07-15,121,23.3692695518396,17.1624462478719,6.56344386234978,3.88659550386838,5.91226350299706,9.59394913211278,13.9244495050594,16.2790713444391
era5_202207_consistent.csv,2022-07-16,121,22.9653167812564,19.647625792148,7.64722068638719,2.88164009038022,4.90238546145737,9.52570886706753,15.2699970386921,18.4409785758123
era5_202207_consistent.csv,2022-07-17,121,22.2523577279345,24.130094887681,9.66506665472302,2.79586225341043,5.01260955274148,10.3334663802213,18.0054200406621,22.4391187287014
era5_202207_consistent.csv,2022-07-18,121,21.9132983991854,23.4875674609572,8.9877735970947,3.74553060224444,6.04635386483201,11.0732570011222,17.7575755252482,21.8336830653966
era5_202207_consistent.csv,2022-07-19,121,21.8439164424243,22.3986750689465,8.24773039200293,2.96506404584795,5.21539036044813,10.2685972031904,17.0205925013005,20.904238167674
era5_202207_consistent.csv,2022-07-20,121,21.9196066406048,18.363373175202,6.30641242325221,2.44659199636058,4.07485150410813,7.93251317831162,13.7409582093932,17.0977361784058
era5_202207_consistent.csv,2022-07-21,121,22.3804260453589,16.0372254763805,6.2500963359378,2.60546844495453,4.1277644113147,7.47210071413726,12.2666255013842,15.0150991705077
era5_202207_consistent.csv,2022-07-22,121,21.8114786335332,22.2132788824994,8.70074732057735,2.99089364650861,5.39799366175721,11.2314021451608,18.0431703092301,21.2050299805895
era5_202207_consistent.csv,2022-07-23,121,21.7055258709483,15.5604658161306,5.8658616837897,2.44824894030055,3.82869136020542,6.6965448823503,11.2820365983075,14.3176051196407
era5_202207_consistent.csv,2022-07-24,121,22.8435257976211,15.0151634166597,6.02501076907601,2.80321513787647,4.27433151901871,7.16630514639251,11.3444301075243,13.9688203728404
era5_202207_consistent.csv,2022-07-25,121,23.568126653759,14.4367017620381,5.68283024231957,2.67499188628635,4.17564779571995,7.45648757789877,11.5146743618271,13.6666783872771
era5_202207_consistent.csv,2022-07-26,121,23.4713736589918,14.2279531451078,6.00405771613001,2.52682064534636,3.99065714703797,7.07564163674137,11.0918181290912,13.3674424140252
era5_202207_consistent.csv,2022-07-27,121,22.8033239439647,17.6749169712125,7.62358178534141,2.57022775809461,4.35762061047806,8.55371642774819,13.8772718504152,16.6792284768127
era5_202207_consistent.csv,2022-07-28,121,22.1249890307034,18.5464941415047,7.22449172109914,2.83235339092158,4.56516741628216,8.36626476041453,13.9040370573907,17.2400346502284
era5_202207_consistent.csv,2022-07-29,121,22.4126904256122,13.3590995025773,5.11906442161608,2.2516832394294,3.46311770919529,6.09388541605039,10.0323777362221,12.4197571754927
era5_202207_consistent.csv,2022-07-30,121,22.8159787816183,10.1279027775081,3.71297896702903,2.25647564498083,3.36153879494432,5.34390098830704,7.95958455149492,9.51658601610661
era5_202207_consistent.csv,2022-07-31,121,23.1323081299729,9.37450446040855,3.55982277903659,2.56237106964267,3.62650779526118,5.43907636213743,7.62027336717986,8.88814975316249
era5_202208_consistent.csv,2022-08-01,121,23.5138733311189,8.20897178916192,2.78160868730531,2.69853510114433,3.74029908783216,5.47873376622712,7.16837229518044,7.95935749793726
era5_202208_consistent.csv,2022-08-02,121,23.8602051871391,7.89019876555959,2.77867710539883,2.39606113127265,3.56163653097791,5.43197556651311,7.08402151391951,7.7302437802748
era5_202208_consistent.csv,2022-08-03,121,24.2599024269767,7.90453551845916,2.8584866833996,2.24076984806948,3.44426672038064,5.49491968818568,7.1889377968749,7.779696690627
era5_202208_consistent.csv,2022-08-04,121,24.6491307277797,7.00093388730993,2.49123013114426,2.24668945327996,3.3399288427073,5.13223957029919,6.50112237075566,6.92714327973569
era5_202208_consistent.csv,2022-08-05,121,24.0118875646191,9.40573631194568,4.41492055382872,2.58978851818557,4.16067298833554,6.56020102943053,8.42100390088259,9.18104176815161
