year,month,threshold_c,high,middle,difference,outcome
2011,8,21.0,0.7516562148203416,0.585174085109672,0.16648212971066967,C_coslat
2011,8,21.25,0.7384808433139944,0.5632465987464005,0.17523424456759396,C_coslat
2011,8,21.5,0.7283968179239594,0.5453467202024087,0.18305009772155068,C_coslat
2011,8,21.75,0.7097327606121988,0.5312147612272741,0.17851799938492474,C_coslat
2011,8,22.0,0.6908961846167839,0.5112929343215924,0.17960325029519153,C_coslat
2011,8,22.25,0.6737143004114683,0.4794858958301194,0.19422840458134888,C_coslat
2011,8,22.5,0.6490493841730982,0.46139624313267547,0.18765314104042274,C_coslat
2011,8,22.75,0.6255917036009319,0.4315149208460225,0.19407678275490936,C_coslat
2011,8,23.0,0.5991181207593599,0.38402548928722574,0.21509263147213414,C_coslat
2011,8,23.25,0.5677019738710948,0.3596903180601893,0.20801165581090547,C_coslat
2011,8,23.5,0.5400061984104364,0.3307800964645284,0.20922610194590802,C_coslat
2011,8,23.75,0.4825846769819018,0.2918143547804236,0.19077032220147816,C_coslat
2011,8,24.0,0.4202826481222976,0.25748992421002126,0.16279272391227634,C_coslat
2011,8,24.25,0.38416448204266046,0.2356775436663363,0.14848693837632415,C_coslat
2011,8,24.5,0.355947249529696,0.20630367678088352,0.14964357274881246,C_coslat
2011,8,24.75,0.3108543739955639,0.1720155477473053,0.13883882624825863,C_coslat
2011,8,25.0,0.2727153235634235,0.1449128413011083,0.1278024822623152,C_coslat
2011,8,25.25,0.24749847632366317,0.11567355175426236,0.13182492456940081,C_coslat
2011,8,25.5,0.2180865363914899,0.09142336465813455,0.12666317173335534,C_coslat
2011,8,25.75,0.19086779344493898,0.07630501967904788,0.11456277376589111,C_coslat
2011,8,26.0,0.15975669346228966,0.05916195682630931,0.10059473663598034,C_coslat
2011,8,26.25,0.12605124923234284,0.04594371953084548,0.08010752970149737,C_coslat
2011,8,26.5,0.10104698122969089,0.03688911040019802,0.06415787082949287,C_coslat
