year,method,outcome,subset,mae,bias,outer_fold
2008,interpolation,A,all,0.014704131964212318,0.005862567752167666,4
2008,interpolation,A,high,0.015169865022077442,0.006217906895088849,4
2008,interpolation,A_new344,all,0.019569891753888485,0.007802556219503018,4
2008,interpolation,A_new344,high,0.020189741028283664,0.008275481012330775,4
2008,interpolation,C,all,0.01895273741646362,0.014066502932798534,4
2008,interpolation,C,high,0.019833514898509753,0.014887346084343112,4
2008,mean,A,all,0.025382829210901854,0.0003108725460808677,4
2008,mean,A,high,0.022197753921031637,0.0011819502453370393,4
2008,mean,A_new344,all,0.02567572590132032,0.000200568555695212,4
2008,mean,A_new344,high,0.02240252586115394,0.001195010367162179,4
2008,mean,C,all,0.02819675174313318,0.00042525327873570417,4
2008,mean,C,high,0.024826312122481212,0.0011828920094390052,4
2008,simple,A,all,0.008416276417840896,-0.0006279841783551998,4
2008,simple,A,high,0.007886499048473711,-0.00022287564050792343,4
2008,simple,A_new344,all,0.010407356578197845,-0.0006379685711039548,4
2008,simple,A_new344,high,0.009727277620523786,-0.00013340111560992645,4
2008,simple,C,all,0.014042382549040134,-0.0008900533577249697,4
2008,simple,C,high,0.013035045447586121,-0.0001867815712877412,4
2008,variogram,A,all,0.008306124160529992,-0.0005077124548861823,4
2008,variogram,A,high,0.007743416066705577,-0.0006449243487030547,4
2008,variogram,A_new344,all,0.010240351286189614,-0.0005822543930912984,4
2008,variogram,A_new344,high,0.00949133051443184,-0.0005465866291983949,4
2008,variogram,C,all,0.014035412934273113,-0.0005482176950709614,4
2008,variogram,C,high,0.013376256319730285,-0.0010143804174532183,4
2009,graph,A,all,0.008664084772753777,0.0001876782742585585,4
2009,graph,A,high,0.007902523670099365,-0.000415235647747063,4
2009,graph,A_new344,all,0.010726065821448316,1.3498048992231359e-05,4
2009,graph,A_new344,high,0.009882603289368037,-0.0008988749462649568,4
2009,graph,C,all,0.014252693119010975,-0.00011136121476025355,4
2009,graph,C,high,0.013557050357411157,-0.0007056352432527199,4
2009,interpolation,A,all,0.014609030707318359,0.005528874680739374,4
2009,interpolation,A,high,0.014328785660229451,0.004543213724730587,4
2009,interpolation,A_new344,all,0.019443320439947395,0.007358440422476162,4
2009,interpolation,A_new344,high,0.019070339209267376,0.006046613361751089,4
2009,interpolation,C,all,0.01888452872231898,0.014216551795052214,4
2009,interpolation,C,high,0.018904264594732607,0.01377921827219097,4
2009,mean,A,all,0.03193723706823509,-0.004472183549192934,4
2009,mean,A,high,0.02713621631777447,-0.0050812914164492,4
2009,mean,A_new344,all,0.03196884070695553,-0.004494728391748228,4
2009,mean,A_new344,high,0.02727301607530982,-0.005392896445562467,4
2009,mean,C,all,0.034494324704921295,-0.004700778456444952,4
2009,mean,C,high,0.029807855164094687,-0.005599137835286201,4
2009,simple,A,all,0.008726911752825792,0.00040167367129671663,4
2009,simple,A,high,0.007939547036972487,-0.00023120014187159825,4
2009,simple,A_new344,all,0.010805495802600507,0.0002652932329300568,4
2009,simple,A_new344,high,0.009921203965817776,-0.0006953091208603201,4
2009,simple,C,all,0.014259246207854152,0.0003866064799961964,4
2009,simple,C,high,0.013412072356187025,-0.00025497603064902875,4
2009,variogram,A,all,0.008535013541851154,0.00012762099332347377,4
2009,variogram,A,high,0.007822525454171185,-0.000699036388616074,4
2009,variogram,A_new344,all,0.010555513118586239,-2.6160336127095386e-05,4
2009,variogram,A_new344,high,0.009741036795461946,-0.0011137917237748368,4
2009,variogram,C,all,0.014010488138910896,-0.0003956612553301883,4
2009,variogram,C,high,0.013615647661947736,-0.0013409191885600839,4
2010,graph,A,all,0.007873464646067047,0.0006894123550263948,4
2010,graph,A,high,0.007221604559221374,-0.0002433325792047329,4
2010,graph,A_new344,all,0.009803083194688266,0.0005885173717951191,4
2010,graph,A_new344,high,0.009059069915193422,-0.0005483660178716455,4
2010,graph,C,all,0.013166404876242804,0.0013317272796946056,4
2010,graph,C,high,0.01182704955173633,-0.0004887783233316871,4
2010,interpolation,A,all,0.013996732703472044,0.005916867085995547,4
2010,interpolation,A,high,0.014049282128465203,0.005054257259628728,4
2010,interpolation,A_new344,all,0.018628406258983956,0.007874823803057509,4
2010,interpolation,A_new344,high,0.01869834486952881,0.006726766850839884,4
2010,interpolation,C,all,0.018914818289004397,0.014385465163698494,4
2010,interpolation,C,high,0.018339303120331794,0.013534628191307142,4
2010,mean,A,all,0.02924984189533974,-0.00011988162787062154,4
2010,mean,A,high,0.024130146929450775,-0.0020160145024948903,4
2010,mean,A_new344,all,0.029470998252810392,-0.00013035337274623003,4
2010,mean,A_new344,high,0.024509501764378716,-0.0021343972341118117,4
2010,mean,C,all,0.03138045582904044,0.00026918285083314154,4
2010,mean,C,high,0.026382076074378796,-0.0021653602978703944,4
2010,simple,A,all,0.0079894132631376,0.0007352187072760554,4
2010,simple,A,high,0.007193509567938281,5.912248048317358e-05,4
2010,simple,A_new344,all,0.009914031380880822,0.0005902675294751012,4
2010,simple,A_new344,high,0.009006247765240684,-0.0002686362068199299,4
2010,simple,C,all,0.013297149773992465,0.0013836731767383,4
2010,simple,C,high,0.011489928150269583,7.18414746372008e-05,4
2010,variogram,A,all,0.007888414263456057,0.0007597498607228496,4
2010,variogram,A,high,0.0073305705256264,-0.0002485402782696705,4
2010,variogram,A_new344,all,0.009822397904888118,0.0006568196228965686,4
2010,variogram,A_new344,high,0.009219743005890249,-0.0005417242052199933,4
2010,variogram,C,all,0.013134129386086447,0.0014712139493990332,4
2010,variogram,C,high,0.012014379179534402,-0.00013662390582941579,4
2011,graph,A,all,0.007896748873912122,-0.0010378827259716207,5
2011,graph,A,high,0.0067838749718078005,-0.0014902858724783132,5
2011,graph,A_new344,all,0.009885925116183239,-0.0014348615975740351,5
2011,graph,A_new344,high,0.008548405853137188,-0.0019845037515457153,5
2011,graph,C,all,0.013976639267038774,-0.0011455983154599059,5
2011,graph,C,high,0.01242943047438748,-0.001817791529044661,5
2011,interpolation,A,all,0.013788639793417504,0.004532078954444175,5
2011,interpolation,A,high,0.014358509713935121,0.004263598837745473,5
2011,interpolation,A_new344,all,0.01835145310497049,0.006031793972905849,5
2011,interpolation,A_new344,high,0.019109899280880083,0.005674470818118291,5
2011,interpolation,C,all,0.018059740236725325,0.012893237111508847,5
2011,interpolation,C,high,0.018967021280335953,0.012993505582980673,5
2011,mean,A,all,0.025158591646282927,-9.791828844298001e-05,5
2011,mean,A,high,0.018948283335213836,-0.0001322556313213834,5
2011,mean,A_new344,all,0.025449647905292857,-0.0005324540584085563,5
2011,mean,A_new344,high,0.0191957930284283,-0.0006304331753938547,5
2011,mean,C,all,0.028442889055534167,-0.00030484515190241256,5
2011,mean,C,high,0.022294818966632116,-0.0006968241759428254,5
2011,simple,A,all,0.007933853209358206,-0.0013578214117480757,5
2011,simple,A,high,0.006785738694788764,-0.0016571670606184447,5
2011,simple,A_new344,all,0.009937971189456597,-0.0017309819306998322,5
2011,simple,A_new344,high,0.008560316757942199,-0.002113125729746546,5
2011,simple,C,all,0.014133771410636554,-0.0017659336631697632,5
2011,simple,C,high,0.01245663032824387,-0.002183134722605325,5
2011,variogram,A,all,0.007867964808852839,-0.001099605560514487,5
2011,variogram,A,high,0.006771294380722473,-0.0014779414507320279,5
2011,variogram,A_new344,all,0.009824224300122706,-0.0015098327861176055,5
2011,variogram,A_new344,high,0.008487286724476711,-0.001972789381125427,5
2011,variogram,C,all,0.013833758905820075,-0.001295676533867076,5
2011,variogram,C,high,0.01241465045929099,-0.001591818044086743,5
2012,graph,A,all,0.007918480868195844,0.00023776806109083624,5
2012,graph,A,high,0.006628475287631793,0.000579514065816767,5
2012,graph,A_new344,all,0.009880038739214251,0.00028087494189834493,5
2012,graph,A_new344,high,0.008277901947672398,0.0007149516227901373,5
2012,graph,C,all,0.013288117227279649,0.000825960807070659,5
2012,graph,C,high,0.012163186752750129,0.001498361128749551,5
2012,interpolation,A,all,0.014053653531732602,0.006040392343720722,5
2012,interpolation,A,high,0.014730316906054353,0.006011893434931352,5
2012,interpolation,A_new344,all,0.0187041628184539,0.008039224933871367,5
2012,interpolation,A_new344,high,0.019604741582404557,0.008001295421169138,5
2012,interpolation,C,all,0.018707818900854687,0.014225846510504797,5
2012,interpolation,C,high,0.01874109927031566,0.014267996159124835,5
2012,mean,A,all,0.0295252750805912,0.0008104991806710568,5
2012,mean,A,high,0.028934004763384518,0.003948956891131575,5
2012,mean,A_new344,all,0.029710653164841526,0.0008783827701709902,5
2012,mean,A_new344,high,0.029296934656463578,0.004142129941522309,5
2012,mean,C,all,0.031682018226349376,0.0013045492434205865,5
2012,mean,C,high,0.03248627828919977,0.005058991973180562,5
2012,simple,A,all,0.007948768748177652,0.0001812830384669677,5
2012,simple,A,high,0.006750215796930287,0.0005952767653014178,5
2012,simple,A_new344,all,0.009898301679762694,0.00021370609751407427,5
2012,simple,A_new344,high,0.008365512207509085,0.0006934280232811784,5
2012,simple,C,all,0.013222832497466608,0.0007534123338000252,5
2012,simple,C,high,0.012225751322598465,0.0016158678303191158,5
2012,variogram,A,all,0.007829741672113658,0.00028833260981852074,5
2012,variogram,A,high,0.00660035539074357,0.0006694513063621415,5
2012,variogram,A_new344,all,0.009775469473089497,0.00029195671218013876,5
2012,variogram,A_new344,high,0.00822993871855964,0.0007464555638906806,5
2012,variogram,C,all,0.013129714590456852,0.0008765274916286888,5
2012,variogram,C,high,0.012101389031277034,0.001401100355092841,5
2013,graph,A,all,0.00841500777839343,0.0004562259843238174,5
2013,graph,A,high,0.00814571412756654,0.0006639469731473202,5
2013,graph,A_new344,all,0.010439312367197242,0.0003896868331958383,5
2013,graph,A_new344,high,0.010056111989218198,0.0007483779117018152,5
2013,graph,C,all,0.013692300264187059,0.0020030483216603493,5
2013,graph,C,high,0.01346212756003355,0.002935876801580343,5
2013,interpolation,A,all,0.014499617752489664,0.0053460901033952814,5
2013,interpolation,A,high,0.014942731319889192,0.00536186609335295,5
2013,interpolation,A_new344,all,0.019297701529039774,0.007115170408196491,5
2013,interpolation,A_new344,high,0.019887446273564226,0.007136166847600969,5
2013,interpolation,C,all,0.01910561920065325,0.014097014271581682,5
2013,interpolation,C,high,0.020035777859654925,0.015287451113694303,5
2013,mean,A,all,0.024811202574853215,-0.00019697762315124941,5
2013,mean,A,high,0.022344071053178545,0.0007307687548478345,5
2013,mean,A_new344,all,0.025243156228132037,-0.0003528832504582776,5
2013,mean,A_new344,high,0.022697706772759212,0.0006448830509324907,5
2013,mean,C,all,0.028717855174562507,0.0013557453214773742,5
2013,mean,C,high,0.02716707372293967,0.0034223487792726117,5
2013,simple,A,all,0.008589972880003353,0.0007161325440287257,5
2013,simple,A,high,0.008492082220842032,0.0012239381038059815,5
2013,simple,A_new344,all,0.010631932152786613,0.0005604321455200488,5
2013,simple,A_new344,high,0.010395495523089712,0.0011859527763985983,5
2013,simple,C,all,0.013857043757970575,0.002420086503659789,5
2013,simple,C,high,0.01408397565222086,0.00402273508489238,5
2013,variogram,A,all,0.00834789214390582,0.0004257247131127489,5
2013,variogram,A,high,0.008168261708841705,0.0006231429719699433,5
2013,variogram,A_new344,all,0.010376063187219151,0.00037443257629277794,5
2013,variogram,A_new344,high,0.010128891503371665,0.0007211344313798133,5
2013,variogram,C,all,0.013449084715345706,0.0018347435911756382,5
2013,variogram,C,high,0.013358502232360316,0.002524967936248718,5
2014,graph,A,all,0.00822528769787642,0.0001358017990765498,5
2014,graph,A,high,0.007641965643582682,0.0007568610823944864,5
2014,graph,A_new344,all,0.010183345890731148,2.8150095278693877e-05,5
2014,graph,A_new344,high,0.009446954283838065,0.0006918764917271576,5
2014,graph,C,all,0.01358104742102578,-0.00021161855258782313,5
2014,graph,C,high,0.013422027373871928,0.0010994460120220954,5
2014,interpolation,A,all,0.012681968744733103,0.005481680399130224,5
2014,interpolation,A,high,0.01357229093101814,0.005376858620885317,5
2014,interpolation,A_new344,all,0.01687857237439577,0.007295629031450745,5
2014,interpolation,A_new344,high,0.018063512012729394,0.00715612056820411,5
2014,interpolation,C,all,0.016564680304285328,0.012835407250894548,5
2014,interpolation,C,high,0.018054922714752245,0.013182916913041624,5
2014,mean,A,all,0.028652986025058006,-0.00014397701848479266,5
2014,mean,A,high,0.024601100963564944,-0.0011563619074303941,5
2014,mean,A_new344,all,0.028790456882589653,-0.00023087949973135606,5
2014,mean,A_new344,high,0.02469263380957667,-0.001115348722752902,5
2014,mean,C,all,0.031180770406371187,-0.0011125195294077353,5
2014,mean,C,high,0.027983167102175084,-0.0018475168960474216,5
2014,simple,A,all,0.008394614150464882,-0.00026918467303859963,5
2014,simple,A,high,0.00777235197709423,0.0004429888656378786,5
2014,simple,A_new344,all,0.01037021412250396,-0.0003820192491143994,5
2014,simple,A_new344,high,0.009593691703730998,0.00031017059771875494,5
2014,simple,C,all,0.013857848426273542,-0.0011251970983528297,5
2014,simple,C,high,0.013552212178084395,0.0003305763442615733,5
2014,variogram,A,all,0.008219384122227724,8.648336036519715e-05,5
2014,variogram,A,high,0.0077790086873926224,0.0007737499661378659,5
2014,variogram,A_new344,all,0.010163946445453823,-3.693150685919241e-05,5
2014,variogram,A_new344,high,0.009587935712764806,0.0006771842244354215,5
2014,variogram,C,all,0.0134058770404237,-0.00038178766780835486,5
2014,variogram,C,high,0.013493487889491814,0.0009051962965745087,5
2016,graph,A,all,0.00815602989137914,-0.0002428481469123188,6
2016,graph,A,high,0.0074055528182624735,-0.001131725748797547,6
2016,graph,A_new344,all,0.010186602222414382,-0.0003184444959312968,6
2016,graph,A_new344,high,0.009266520075207946,-0.0015593023684964148,6
2016,graph,C,all,0.013688455213721154,0.00012146867599243114,6
2016,graph,C,high,0.012241709238735231,0.0002786494064820025,6
2016,interpolation,A,all,0.013613537164409504,0.005318954405959766,6
2016,interpolation,A,high,0.014317214859500174,0.0044611947022504496,6
2016,interpolation,A_new344,all,0.018118407080638818,0.007079055208552484,6
2016,interpolation,A_new344,high,0.01905493950268634,0.005937453338187465,6
2016,interpolation,C,all,0.017555461450255765,0.013290048341433098,6
2016,interpolation,C,high,0.0186325399205282,0.013467802855419393,6
2016,mean,A,all,0.02721595208108655,-0.001485892637880752,6
2016,mean,A,high,0.022560729529518344,-0.004402393936835313,6
2016,mean,A_new344,all,0.02743567612495331,-0.0015321162212772077,6
2016,mean,A_new344,high,0.022913213873025227,-0.00478887424934962,6
2016,mean,C,all,0.030233790863323805,-0.0012866336288181598,6
2016,mean,C,high,0.024735739188879058,-0.0033073449349383848,6
2016,simple,A,all,0.008150370525522532,-0.00021081525302470586,6
2016,simple,A,high,0.007467060742820224,-0.0012807947567066676,6
2016,simple,A_new344,all,0.010178207999179007,-0.0003265519135123223,6
2016,simple,A_new344,high,0.009329178364108862,-0.0017728082469306418,6
2016,simple,C,all,0.013564342438350347,0.0002270143491211543,6
2016,simple,C,high,0.012109546484614653,-0.00022703586674229181,6
2016,variogram,A,all,0.008080834990609504,-0.00014685270097517224,6
2016,variogram,A,high,0.007349980294270817,-0.0010755404989979207,6
2016,variogram,A_new344,all,0.010078344729140003,-0.00025936660460562427,6
2016,variogram,A_new344,high,0.009170005250888224,-0.0015377957235098117,6
2016,variogram,C,all,0.013410374200164926,0.0003873351677025487,6
2016,variogram,C,high,0.012030214370627861,-2.898410418521633e-05,6
2017,graph,A,all,0.00836293498131112,-2.7009261562179456e-05,6
2017,graph,A,high,0.007865924309623462,-0.00032113870691188835,6
2017,graph,A_new344,all,0.010392669017344801,-0.00016867858884456888,6
2017,graph,A_new344,high,0.00972695166862181,-0.0006193615617935157,6
2017,graph,C,all,0.013763690480717761,0.0004392633547584823,6
2017,graph,C,high,0.012580328143205692,0.0018796343466126587,6
2017,interpolation,A,all,0.014348402147500473,0.00517136744510816,6
2017,interpolation,A,high,0.014522501210509563,0.005237845622200726,6
2017,interpolation,A_new344,all,0.01909644700899468,0.006882630091097,6
2017,interpolation,A_new344,high,0.01932815737624613,0.006971106631763517,6
2017,interpolation,C,all,0.018327091029144097,0.013810361928240445,6
2017,interpolation,C,high,0.019069110879660373,0.014862340730259986,6
2017,mean,A,all,0.030997928858213966,-0.002029152557536578,6
2017,mean,A,high,0.02568097056336795,-0.00091380405856377,6
2017,mean,A_new344,all,0.03127688124679333,-0.0022050990922654525,6
2017,mean,A_new344,high,0.02596435069486771,-0.0012054807384860573,6
2017,mean,C,all,0.033317561628224614,-0.0018842293750657825,6
2017,mean,C,high,0.02846496321677194,0.00042633855014255175,6
2017,simple,A,all,0.00840970893538671,-0.0001299459440641545,6
2017,simple,A,high,0.008026514832840904,-0.0005447604918821698,6
2017,simple,A_new344,all,0.010433122703492748,-0.0003726340032165655,6
2017,simple,A_new344,high,0.009888017801358916,-0.0009096496542292123,6
2017,simple,C,all,0.01388207457761571,0.0002945838422021481,6
2017,simple,C,high,0.012834768522153607,0.0013344780333129848,6
2017,variogram,A,all,0.008287179947645284,0.00012377153603944444,6
2017,variogram,A,high,0.007818997389650096,-0.00023912987714993597,6
2017,variogram,A_new344,all,0.010272177912066575,-6.816413099560105e-05,6
2017,variogram,A_new344,high,0.009642068907192896,-0.0005856552572194023,6
2017,variogram,C,all,0.013596373566002008,0.001021448165461769,6
2017,variogram,C,high,0.012590592771296817,0.002223092172785295,6
2018,graph,A,all,0.007952343905123341,-0.0002959775106678108,6
2018,graph,A,high,0.007468661005857798,-0.000815775368823895,6
2018,graph,A_new344,all,0.00986666973285427,-0.0005539509869103044,6
2018,graph,A_new344,high,0.009305812224222549,-0.0010758771652405168,6
2018,graph,C,all,0.013176720731237873,-0.00032106200149357853,6
2018,graph,C,high,0.012159094919230428,0.0013311076174962015,6
2018,interpolation,A,all,0.013500273257015579,0.00534189426204901,6
2018,interpolation,A,high,0.014090123495462799,0.0053958763125621055,6
2018,interpolation,A_new344,all,0.017967662894398075,0.007109586116572679,6
2018,interpolation,A_new344,high,0.01875270109627985,0.007181431424256633,6
2018,interpolation,C,all,0.017668781701569995,0.013394030031309298,6
2018,interpolation,C,high,0.01910398332461766,0.014946575949412993,6
2018,mean,A,all,0.023312251009088413,0.001508057757232005,6
2018,mean,A,high,0.019352309572288832,0.0026719425379753085,6
2018,mean,A_new344,all,0.023456496815800122,0.0013664650825981643,6
2018,mean,A_new344,high,0.019604827440767265,0.002512439215099028,6
2018,mean,C,all,0.02640405440310103,0.001644841983696199,6
2018,mean,C,high,0.022787936330096986,0.004688182123131002,6
2018,simple,A,all,0.007981522958380977,-0.0002417137182002257,6
2018,simple,A,high,0.007608467009106672,-0.0009111261451100731,6
2018,simple,A_new344,all,0.009904148503625958,-0.0004555828376081345,6
2018,simple,A_new344,high,0.009430780676654859,-0.0010802235763053409,6
2018,simple,C,all,0.013185507698619257,-0.00023806113316143034,6
2018,simple,C,high,0.01226983944610759,0.0007799444129474605,6
2018,variogram,A,all,0.007944391667993817,-0.00032720537721405595,6
2018,variogram,A,high,0.007702693633342097,-0.0007789712977151312,6
2018,variogram,A_new344,all,0.009856762958193238,-0.000588354063723663,6
2018,variogram,A_new344,high,0.009548717403958093,-0.001027448090133004,6
2018,variogram,C,all,0.01316373713032826,-0.00030899773471687575,6
2018,variogram,C,high,0.012706945559373815,0.0014379328903011848,6
2019,graph,A,all,0.008708321302484646,0.00025127807035328756,6
2019,graph,A,high,0.0076574375132125875,-0.0007114788510141274,6
2019,graph,A_new344,all,0.010843239555410514,0.0004911972904235615,6
2019,graph,A_new344,high,0.009513890530293497,-0.0005623043863494585,6
2019,graph,C,all,0.01465783790191285,-4.618895201070478e-05,6
2019,graph,C,high,0.01378203844637557,-0.001533637180245085,6
2019,interpolation,A,all,0.01345494478087214,0.00614828830198591,6
2019,interpolation,A,high,0.012622251868579565,0.0057244320994498605,6
2019,interpolation,A_new344,all,0.017907334724489448,0.00818282485728548,6
2019,interpolation,A_new344,high,0.016799094523880728,0.007618709952506817,6
2019,interpolation,C,all,0.017816285229187847,0.014149060579277839,6
2019,interpolation,C,high,0.017062136816860154,0.013701222080764356,6
2019,mean,A,all,0.030546913401458445,5.871692044986949e-05,6
2019,mean,A,high,0.023257969178311202,-0.0013636523725708758,6
2019,mean,A_new344,all,0.030686633070600197,0.00024139006311349974,6
2019,mean,A_new344,high,0.02332188166504302,-0.0012880027202416499,6
2019,mean,C,all,0.03274417702431634,-0.00041595244311529156,6
2019,mean,C,high,0.025693205365869106,-0.0027405134849457793,6
2019,simple,A,all,0.008844152975711173,0.00032619332536227435,6
2019,simple,A,high,0.0076798909657190976,-0.001147855490528146,6
2019,simple,A_new344,all,0.011004361998313252,0.0004937471080004316,6
2019,simple,A_new344,high,0.009545910670417768,-0.0010138874802705885,6
2019,simple,C,all,0.014692001979811036,3.580212265338104e-05,6
2019,simple,C,high,0.013941078870399675,-0.0026266750053349636,6
2019,variogram,A,all,0.00869803391050653,0.0005037117490907365,6
2019,variogram,A,high,0.007545765359456064,-0.0004635227273093631,6
2019,variogram,A_new344,all,0.010819998055950289,0.0007145537189126958,6
2019,variogram,A_new344,high,0.009348459503317962,-0.00034406536883650995,6
2019,variogram,C,all,0.014217717156287796,0.0003754382029227694,6
2019,variogram,C,high,0.013447919952538523,-0.0014323075506427905,6
2020,graph,A,all,0.008144669925270026,-0.00036215475424135617,6
2020,graph,A,high,0.007710947089905931,-0.00028635044315307055,6
2020,graph,A_new344,all,0.010109615754700438,-0.00027640392625402887,6
2020,graph,A_new344,high,0.009621394317606844,-5.609717800107945e-05,6
2020,graph,C,all,0.013353402872805396,0.0002712722201396952,6
2020,graph,C,high,0.01293945802865383,-8.150482260199701e-05,6
2020,interpolation,A,all,0.0136357670240638,0.005306076134982953,6
2020,interpolation,A,high,0.014153911131756474,0.005925537032999724,6
2020,interpolation,A_new344,all,0.018147993046556257,0.007061915375367718,6
2020,interpolation,A_new344,high,0.01883759676645894,0.007886362731353081,6
2020,interpolation,C,all,0.01825659587510201,0.013908158174328712,6
2020,interpolation,C,high,0.01838572915875927,0.014328788944844179,6
2020,mean,A,all,0.02627008947461368,-0.0007181790639154019,6
2020,mean,A,high,0.022272368096222395,4.102045507602164e-05,6
2020,mean,A_new344,all,0.02654622067818407,-0.0007232072747637762,6
2020,mean,A_new344,high,0.022516267023535333,0.0002862125179674694,6
2020,mean,C,all,0.028998385453414304,-8.514344636692513e-05,6
2020,mean,C,high,0.02586648914202239,-7.320347109961747e-05,6
2020,simple,A,all,0.008262349684327219,-0.0005559844921801469,6
2020,simple,A,high,0.007721520385187325,-0.00038415076609380605,6
2020,simple,A_new344,all,0.010226866913070077,-0.0004704598845313651,6
2020,simple,A_new344,high,0.00956810850108219,-0.00015421829464272829,6
2020,simple,C,all,0.013651030896169977,-0.0001314070940108155,6
2020,simple,C,high,0.013022647257355916,-0.000265356319305933,6
2020,variogram,A,all,0.008080261746751454,-0.00032926961918398174,6
2020,variogram,A,high,0.007668873521765407,-0.000393078242209881,6
2020,variogram,A_new344,all,0.01002347872105918,-0.0002780770588959167,6
2020,variogram,A_new344,high,0.00956953009922504,-0.00017056063490670216,6
2020,variogram,C,all,0.013134196861774045,0.0006228102645854365,6
2020,variogram,C,high,0.01282611666905719,-0.00018418833862807643,6
2021,graph,A,all,0.00809759383250514,0.00026747172353488416,7
2021,graph,A,high,0.007094004208849272,0.00016464102696826569,7
2021,graph,A_new344,all,0.01000056703268745,0.00044236730791675653,7
2021,graph,A_new344,high,0.00880012367114956,0.00029139872759431477,7
2021,graph,C,all,0.01344586242421198,0.0004238617327238834,7
2021,graph,C,high,0.01190890054651457,0.00031018588506114735,7
2021,interpolation,A,all,0.013726268179247676,0.005840336161540217,7
2021,interpolation,A,high,0.013369319879434115,0.0055759672530321215,7
2021,interpolation,A_new344,all,0.0182684420342871,0.007772967949814278,7
2021,interpolation,A_new344,high,0.017793375596765516,0.007421116447448222,7
2021,interpolation,C,all,0.0182590425874254,0.014010426816513584,7
2021,interpolation,C,high,0.018032423079303583,0.013677048158390303,7
2021,mean,A,all,0.03050786295354457,-0.0017047486359123216,7
2021,mean,A,high,0.025398805490006497,0.0004818266140111796,7
2021,mean,A_new344,all,0.03072285463774517,-0.0015083096786562829,7
2021,mean,A_new344,high,0.02567157873079524,0.0006653391595027056,7
2021,mean,C,all,0.03293970556203949,-0.0018862548087931266,7
2021,mean,C,high,0.028245524487668833,4.609092241745788e-05,7
2021,simple,A,all,0.008189816703610242,5.344633483196212e-05,7
2021,simple,A,high,0.007142149676464849,-0.00013570724867660353,7
2021,simple,A_new344,all,0.01009279691284548,0.0002143666152052754,7
2021,simple,A_new344,high,0.008846265588985498,-5.186195877772498e-05,7
2021,simple,C,all,0.013648108914097465,-0.00012147615942261437,7
2021,simple,C,high,0.012083489300139139,-0.0004930965932684272,7
2021,variogram,A,all,0.008014835303507613,0.00020358795953876819,7
2021,variogram,A,high,0.007067906272365993,7.585904462927611e-05,7
2021,variogram,A_new344,all,0.009870420881730972,0.00038268630696829895,7
2021,variogram,A_new344,high,0.0087225096858857,0.00021313237196450045,7
2021,variogram,C,all,0.013372506954982098,0.00019770503826369804,7
2021,variogram,C,high,0.011736862925563559,7.752722375778253e-05,7
2023,graph,A,all,0.008541420559487646,0.00011868475570640146,7
2023,graph,A,high,0.006890556988864207,-0.0004291141474581801,7
2023,graph,A_new344,all,0.010618436038771988,0.0002183045105236718,7
2023,graph,A_new344,high,0.008532327708895126,-0.00042050697299094244,7
2023,graph,C,all,0.013783538280914632,0.0005472149168930454,7
2023,graph,C,high,0.012151098906079487,0.000353858086578915,7
2023,interpolation,A,all,0.014864674670629978,0.005900769375259219,7
2023,interpolation,A,high,0.014669644049723988,0.0058867709690451344,7
2023,interpolation,A_new344,all,0.01978355981631587,0.007853399181912765,7
2023,interpolation,A_new344,high,0.01952399140730586,0.007834768548360016,7
2023,interpolation,C,all,0.01860397509902481,0.013785636502756873,7
2023,interpolation,C,high,0.019334387821104818,0.014600388811270367,7
2023,mean,A,all,0.03132108520363102,-0.0019437020070436901,7
2023,mean,A,high,0.02196813230390453,-0.0005561684186690005,7
2023,mean,A_new344,all,0.03157519834017735,-0.0017609513492514242,7
2023,mean,A_new344,high,0.022390142741822893,-0.00032159352442136957,7
2023,mean,C,all,0.033848134636985446,-0.0020057705652134186,7
2023,mean,C,high,0.024854878895010035,-0.0007521606058801393,7
2023,simple,A,all,0.008611440682119453,-3.7130933752048256e-05,7
2023,simple,A,high,0.00686602178359156,-0.0007439915125774513,7
2023,simple,A_new344,all,0.010696522415079322,7.638971430122286e-05,7
2023,simple,A_new344,high,0.008491173459540138,-0.0007301348343171966,7
2023,simple,C,all,0.013839400695161874,8.589464110080932e-05,7
2023,simple,C,high,0.012151031919550345,-0.0006626346104610933,7
2023,variogram,A,all,0.008475324159941032,6.165409618623564e-05,7
2023,variogram,A,high,0.0068363424109615005,-0.0005909921457371964,7
2023,variogram,A_new344,all,0.010539229588179676,0.0001786139002552669,7
2023,variogram,A_new344,high,0.008497098652653412,-0.0005529264575720095,7
2023,variogram,C,all,0.013696250237538643,0.00011290628912235521,7
2023,variogram,C,high,0.01248191338036057,-0.0005286314226293636,7
2024,graph,A,all,0.00811898288842323,0.00038301889668016035,7
2024,graph,A,high,0.007727799648830531,-0.0006523639582649782,7
2024,graph,A_new344,all,0.010172409936583112,0.0006851543620307609,7
2024,graph,A_new344,high,0.009513301333223685,-0.0005609122765256519,7
2024,graph,C,all,0.013456090918215561,0.0023230271300088466,7
2024,graph,C,high,0.012475303529093087,0.0010007910366989386,7
2024,interpolation,A,all,0.014649166232050672,0.006129141365655148,7
2024,interpolation,A,high,0.014174605120284026,0.005470168804016525,7
2024,interpolation,A_new344,all,0.019496737253425985,0.008157341988094449,7
2024,interpolation,A_new344,high,0.018865138624518024,0.007280308122277857,7
2024,interpolation,C,all,0.019499948666933917,0.015150570411438477,7
