method,outcome,subset,threshold_c,mae,bias
interpolation,A_new344,all,10.75,0.004069972749898369,0.003987059914601847
interpolation,A_new344,all,11.0,0.004532586385272636,0.004453321275929719
interpolation,A_new344,all,11.25,0.004936616397456729,0.004828914959240094
interpolation,A_new344,all,11.5,0.00546723011524685,0.0053031641758134185
interpolation,A_new344,all,11.75,0.006022706371801491,0.005867457923319661
interpolation,A_new344,all,12.0,0.00657784718737143,0.00636556169295995
interpolation,A_new344,all,12.25,0.007084483317988958,0.0068583348773794085
interpolation,A_new344,all,12.5,0.007765306823979888,0.007455711760399672
interpolation,A_new344,all,12.75,0.008314417706771634,0.007986049492772183
interpolation,A_new344,all,13.0,0.008851764061635264,0.008430140813640885
interpolation,A_new344,all,13.25,0.009302620908281906,0.008756038348591066
interpolation,A_new344,all,13.5,0.009849098503193038,0.00930757549537017
interpolation,A_new344,all,13.75,0.010246924937370937,0.009629530837281358
interpolation,A_new344,all,14.0,0.010871898896113823,0.010178845318199055
interpolation,A_new344,all,14.25,0.011264834504580865,0.010557263107306859
interpolation,A_new344,all,14.5,0.01184265944791979,0.011026134676384589
interpolation,A_new344,all,14.75,0.012192554270028551,0.011345698530494764
interpolation,A_new344,all,15.0,0.01261794922769508,0.011694897418728766
interpolation,A_new344,all,15.25,0.01305960843128696,0.012047061424713014
interpolation,A_new344,all,15.5,0.013436663309945125,0.012452360344158718
interpolation,A_new344,all,15.75,0.013936967509498566,0.013026807448492451
interpolation,A_new344,all,16.0,0.01434718789534975,0.013378272665772779
interpolation,A_new344,all,16.25,0.014735634380271498,0.013733866660610527
interpolation,A_new344,all,16.5,0.01539200995324452,0.014247445213786923
interpolation,A_new344,all,16.75,0.01608936862316864,0.01496345388739387
interpolation,A_new344,all,17.0,0.01688524003220325,0.015763571008580533
interpolation,A_new344,all,17.25,0.01775663462065721,0.016686864744068997
interpolation,A_new344,all,17.5,0.018428525648614028,0.017417502063188185
interpolation,A_new344,all,17.75,0.019132280577277557,0.018139935352595567
interpolation,A_new344,all,18.0,0.019959475894027422,0.0189622407806939
interpolation,A_new344,all,18.25,0.020822580239713614,0.01971437101636348
interpolation,A_new344,all,18.5,0.02210838699103551,0.021036474740280215
interpolation,A_new344,all,18.75,0.023045814579635327,0.02197813965096221
interpolation,A_new344,all,19.0,0.023873303863351174,0.02276341382998187
interpolation,A_new344,all,19.25,0.02489583327812991,0.02376085977419977
interpolation,A_new344,all,19.5,0.0256776671165758,0.024366976539280168
interpolation,A_new344,all,19.75,0.026147187112664613,0.02465607214033811
interpolation,A_new344,all,20.0,0.02658903324778654,0.024849079155069207
interpolation,A_new344,all,20.25,0.027053975147838232,0.025085689392224417
interpolation,A_new344,all,20.5,0.027359968158027048,0.02515644968480994
interpolation,A_new344,all,20.75,0.02738416908357346,0.024989491580217297
interpolation,A_new344,all,21.0,0.02751833444941822,0.024587760582795166
interpolation,A_new344,all,21.25,0.027999455938561502,0.024314968582874685
interpolation,A_new344,all,21.5,0.02851455259404925,0.023952320558722453
interpolation,A_new344,all,21.75,0.028987438644628157,0.023545623221955234
interpolation,A_new344,all,22.0,0.029970086000143843,0.023703360512120894
interpolation,A_new344,all,22.25,0.030749924249035276,0.023791646085677933
interpolation,A_new344,all,22.5,0.03160980367993172,0.023599373620431553
interpolation,A_new344,all,22.75,0.03229309975821247,0.023690469595744192
interpolation,A_new344,all,23.0,0.03219325783668807,0.022966690926998153
interpolation,A_new344,all,23.25,0.031700995693069174,0.021634054476748737
interpolation,A_new344,all,23.5,0.030449625235057884,0.019690244105763623
interpolation,A_new344,all,23.75,0.0289473880875718,0.017502509977067513
interpolation,A_new344,all,24.0,0.02685218283567009,0.014219795383245273
interpolation,A_new344,all,24.25,0.024508029873035252,0.00923355744562773
interpolation,A_new344,all,24.5,0.02282410131177954,0.0031408160383145397
interpolation,A_new344,all,24.75,0.02269252974714131,-0.003757365347266356
interpolation,A_new344,all,25.0,0.024070316265382762,-0.010663051036754941
interpolation,A_new344,all,25.25,0.02625058083780618,-0.018006148169401097
interpolation,A_new344,all,25.5,0.02956433647510638,-0.024733657706324023
interpolation,A_new344,all,25.75,0.03263012971503471,-0.030434504107173983
interpolation,A_new344,all,26.0,0.03454808824567582,-0.0335889964169795
interpolation,A_new344,all,26.25,0.035288029854923866,-0.03482777680557399
interpolation,A_new344,all,26.5,0.03418088660124021,-0.03401562711240862
interpolation,A_new344,all,26.75,0.031089945321130602,-0.031030670331577886
interpolation,A_new344,all,27.0,0.02668691116456147,-0.026627738787306388
interpolation,A_new344,all,27.25,0.021583386990775975,-0.021546871091457434
interpolation,A_new344,all,27.5,0.016661024797421528,-0.01661994373009263
interpolation,A_new344,all,27.75,0.012062401171162042,-0.012033961414531558
interpolation,A_new344,all,28.0,0.008057751381808982,-0.008012830295752005
interpolation,A_new344,all,28.25,0.004990145059874647,-0.004968637358996287
interpolation,A_new344,all,28.5,0.0027958165530369812,-0.002779733545392398
interpolation,A_new344,high,9.5,0.00048042467980629033,0.00048042467980629033
interpolation,A_new344,high,9.75,0.0005684557946898285,0.0005680053243787746
interpolation,A_new344,high,10.0,0.0007235055507972428,0.000723055080486189
interpolation,A_new344,high,10.25,0.0008648755175496342,0.0008644250472385803
interpolation,A_new344,high,10.5,0.0011015817495426308,0.0010907567377248586
interpolation,A_new344,high,10.75,0.0012816253146539815,0.0012740161223253007
interpolation,A_new344,high,11.0,0.0015422292460950287,0.0015385605284472103
interpolation,A_new344,high,11.25,0.001839841734236771,0.0018326252312477432
interpolation,A_new344,high,11.5,0.0022159956020853166,0.0021910839595285308
interpolation,A_new344,high,11.75,0.0026010575759429022,0.0025787938729505094
interpolation,A_new344,high,12.0,0.0030015771627331152,0.002947123397529702
interpolation,A_new344,high,12.25,0.0033496839133161987,0.003322805408021649
interpolation,A_new344,high,12.5,0.0038071768764569875,0.0037390358865835227
interpolation,A_new344,high,12.75,0.004425707935283426,0.004337480488665878
interpolation,A_new344,high,13.0,0.004987873063301158,0.004797469591515488
interpolation,A_new344,high,13.25,0.005622325599054929,0.005453678576211732
interpolation,A_new344,high,13.5,0.006317496086991435,0.006159223691622542
interpolation,A_new344,high,13.75,0.006828940870131207,0.006574289627656868
interpolation,A_new344,high,14.0,0.007483827797549654,0.007185402559748796
interpolation,A_new344,high,14.25,0.007980859279257704,0.007634956504457505
interpolation,A_new344,high,14.5,0.008756366483274925,0.008415508876411836
interpolation,A_new344,high,14.75,0.008946265524038995,0.008494555964776548
interpolation,A_new344,high,15.0,0.008986431305200751,0.00851873801071028
interpolation,A_new344,high,15.25,0.009222454721435243,0.008658374422558648
interpolation,A_new344,high,15.5,0.009490206765398896,0.008892975745927855
interpolation,A_new344,high,15.75,0.009803623431147893,0.009306864497636173
interpolation,A_new344,high,16.0,0.009849003915059126,0.00913535049436078
interpolation,A_new344,high,16.25,0.010169510855492054,0.009358926987534226
interpolation,A_new344,high,16.5,0.01047712627583792,0.009397924859780088
interpolation,A_new344,high,16.75,0.01097434291744736,0.009931098683509769
interpolation,A_new344,high,17.0,0.011634860810467282,0.010564053295910711
interpolation,A_new344,high,17.25,0.012288729682114094,0.011269758711173663
interpolation,A_new344,high,17.5,0.012833177638932951,0.011801950407977201
interpolation,A_new344,high,17.75,0.013250447345903738,0.012105121892640057
interpolation,A_new344,high,18.0,0.013937770473659681,0.012805124054197339
interpolation,A_new344,high,18.25,0.014429368647875807,0.013307855030738634
interpolation,A_new344,high,18.5,0.015786733892020312,0.014724723430621367
interpolation,A_new344,high,18.75,0.016188336086508607,0.015456218017100785
interpolation,A_new344,high,19.0,0.017326348469074163,0.01656086219657679
interpolation,A_new344,high,19.25,0.018308592422438333,0.01746849500105783
interpolation,A_new344,high,19.5,0.01885154301967099,0.017964137272052972
interpolation,A_new344,high,19.75,0.01899077846654602,0.018013348865595993
interpolation,A_new344,high,20.0,0.019715010327903425,0.018631105531682728
interpolation,A_new344,high,20.25,0.020683235566671787,0.01968350227760158
interpolation,A_new344,high,20.5,0.02221411722343227,0.02127299038386587
interpolation,A_new344,high,20.75,0.023560381638616498,0.022672566354067555
interpolation,A_new344,high,21.0,0.024779658611585945,0.023882562543376264
interpolation,A_new344,high,21.25,0.026757356747300558,0.02590370287164483
interpolation,A_new344,high,21.5,0.029599212184017523,0.02854205285928167
interpolation,A_new344,high,21.75,0.0313318457941415,0.030479979524279624
interpolation,A_new344,high,22.0,0.03433622077853306,0.033340115440480544
interpolation,A_new344,high,22.25,0.037036244181889964,0.03588471813112113
interpolation,A_new344,high,22.5,0.039911535112160126,0.038126999456586846
interpolation,A_new344,high,22.75,0.04305896971903707,0.04071097477318802
interpolation,A_new344,high,23.0,0.044977121892140516,0.04214120107134586
interpolation,A_new344,high,23.25,0.045606246493171576,0.04270612546012901
interpolation,A_new344,high,23.5,0.04500704431582555,0.04170698968215376
interpolation,A_new344,high,23.75,0.04280689413532483,0.03931661060922608
interpolation,A_new344,high,24.0,0.04037825211480517,0.035681416745372646
interpolation,A_new344,high,24.25,0.03629020863528057,0.029674928155704983
interpolation,A_new344,high,24.5,0.031174365907374584,0.021479657667189164
interpolation,A_new344,high,24.75,0.028344175189207992,0.011952736024904263
interpolation,A_new344,high,25.0,0.02702558363040096,0.0021562458121201105
interpolation,A_new344,high,25.25,0.027200002506666956,-0.008503457121834984
interpolation,A_new344,high,25.5,0.030161968024812857,-0.018961177120591154
interpolation,A_new344,high,25.75,0.03439724212928083,-0.029253776621912433
interpolation,A_new344,high,26.0,0.03839490175542802,-0.0362363100251979
interpolation,A_new344,high,26.25,0.041612667533608066,-0.04057775743740422
interpolation,A_new344,high,26.5,0.04341914884741441,-0.043026061904017684
interpolation,A_new344,high,26.75,0.04214925713797089,-0.04200960596035127
interpolation,A_new344,high,27.0,0.03810583545028273,-0.03796662061020314
interpolation,A_new344,high,27.25,0.03292240430745372,-0.032921592512847646
interpolation,A_new344,high,27.5,0.027076502915674115,-0.02702780369994921
interpolation,A_new344,high,27.75,0.020827863188477472,-0.02082702017106102
interpolation,A_new344,high,28.0,0.014852195817777697,-0.014810731976646167
interpolation,A_new344,high,28.25,0.010027421480583006,-0.009983195624069203
interpolation,A_new344,high,28.5,0.006131430474757413,-0.006090673573062108
interpolation,C,all,9.5,0.0018393128041264244,0.0018040125252988576
interpolation,C,all,9.75,0.0021436885898490103,0.002076159367605817
interpolation,C,all,10.0,0.00233439488439349,0.0022719046282891134
interpolation,C,all,10.25,0.002643000157693477,0.0025945386852139745
interpolation,C,all,10.5,0.003086060753360362,0.003032535222305749
interpolation,C,all,10.75,0.003384286219096865,0.0033198934059717007
interpolation,C,all,11.0,0.0038177579309564853,0.003755792306499238
interpolation,C,all,11.25,0.004189918165970707,0.004092020866510599
interpolation,C,all,11.5,0.004611146278637458,0.004545914889470312
interpolation,C,all,11.75,0.005220552638356822,0.005091455398803874
interpolation,C,all,12.0,0.005728906643832158,0.005576323905186502
interpolation,C,all,12.25,0.0061506584164831984,0.006036511357175737
interpolation,C,all,12.5,0.006644666508746453,0.006470297258986559
interpolation,C,all,12.75,0.007204405939709582,0.006950878096906768
interpolation,C,all,13.0,0.007655131290949004,0.0073669637459125885
interpolation,C,all,13.25,0.008191878433437093,0.0078099658151254804
interpolation,C,all,13.5,0.008743464782284426,0.008353018423253339
interpolation,C,all,13.75,0.009231166904982357,0.008676253486406814
interpolation,C,all,14.0,0.009764166115436748,0.009107378205467361
interpolation,C,all,14.25,0.010069098073106245,0.009489780398128637
interpolation,C,all,14.5,0.010593476560583088,0.009994389067384528
interpolation,C,all,14.75,0.0110825347184176,0.010433814326628025
interpolation,C,all,15.0,0.011526434270390334,0.010920605581169748
interpolation,C,all,15.25,0.011862168803558226,0.011103011973635443
interpolation,C,all,15.5,0.012392785758663044,0.011554259278807428
interpolation,C,all,15.75,0.012916986288616587,0.012002588273882363
interpolation,C,all,16.0,0.013306174331445084,0.012383053531202904
interpolation,C,all,16.25,0.013564583021502357,0.012677686655193213
interpolation,C,all,16.5,0.01421066804680176,0.013283694688055599
interpolation,C,all,16.75,0.01488099817300837,0.013994108265469358
interpolation,C,all,17.0,0.015614341910855171,0.01473395531800368
interpolation,C,all,17.25,0.01637390977101846,0.015485795512817228
interpolation,C,all,17.5,0.016976114574927172,0.015957936803618216
interpolation,C,all,17.75,0.01746848726182454,0.016573259290931307
interpolation,C,all,18.0,0.018191098925198122,0.01702495440976445
interpolation,C,all,18.25,0.019043984487212607,0.017835151131572618
interpolation,C,all,18.5,0.02011078850512584,0.018856371161962024
interpolation,C,all,18.75,0.020953236513358637,0.019817987358834197
interpolation,C,all,19.0,0.021827807809099323,0.020627116910354397
interpolation,C,all,19.25,0.02269991075652987,0.02169270139198797
interpolation,C,all,19.5,0.02379010140034033,0.022573345217348707
interpolation,C,all,19.75,0.02451270641331386,0.02309446591291339
interpolation,C,all,20.0,0.025404483230050314,0.023957179821325555
interpolation,C,all,20.25,0.02599755740832729,0.024541478284692022
interpolation,C,all,20.5,0.02686166219835437,0.025288603264361408
interpolation,C,all,20.75,0.027621617097698448,0.025794360549882867
interpolation,C,all,21.0,0.02776347196270287,0.025927004031124645
interpolation,C,all,21.25,0.028491858804060365,0.025982970955188492
interpolation,C,all,21.5,0.02913128644546517,0.026297897087439147
interpolation,C,all,21.75,0.030192346247751224,0.02676952135134099
interpolation,C,all,22.0,0.031304032865947025,0.027864918889465635
interpolation,C,all,22.25,0.03383887006282264,0.02961106212642675
interpolation,C,all,22.5,0.03587592866803499,0.03184488800469879
interpolation,C,all,22.75,0.03736337112636957,0.03339240231298559
interpolation,C,all,23.0,0.03881524857716763,0.034427781925494075
interpolation,C,all,23.25,0.040034204597318386,0.03580721425998179
interpolation,C,all,23.5,0.041025995849696684,0.036716604635110374
interpolation,C,all,23.75,0.04099607297625846,0.03668855359102887
interpolation,C,all,24.0,0.04398807668514988,0.03918442247122314
interpolation,C,all,24.25,0.045267297854304556,0.0392859643934802
interpolation,C,all,24.5,0.04347921444569733,0.03694615550136399
interpolation,C,all,24.75,0.041118569042443355,0.03313859323923123
interpolation,C,all,25.0,0.038089254862405025,0.027867016834547915
interpolation,C,all,25.25,0.03306043933573876,0.019535607446893574
interpolation,C,all,25.5,0.0285359404628334,0.011102486485277193
interpolation,C,all,25.75,0.02412404339559723,0.002304942954692363
interpolation,C,all,26.0,0.02035200932784525,-0.0035878560096055867
interpolation,C,all,26.25,0.01764266024143482,-0.008216291342185692
interpolation,C,all,26.5,0.015820054010080638,-0.011141863894114196
interpolation,C,all,26.75,0.01369930664030259,-0.011310662232887991
interpolation,C,all,27.0,0.011719523474025094,-0.010154217372507216
interpolation,C,all,27.25,0.009436919951957012,-0.008495508570983714
interpolation,C,all,27.5,0.007246421833511687,-0.006603997284187472
interpolation,C,all,27.75,0.005425112450699584,-0.005028676208983669
interpolation,C,all,28.0,0.003631304608190223,-0.0033623000740946917
interpolation,C,all,28.25,0.002306197511214103,-0.0020973243897368455
interpolation,C,all,28.5,0.0012580752538114217,-0.001122944998631984
interpolation,C,high,9.5,0.00038185198441844043,0.00038185198441844043
interpolation,C,high,9.75,0.0004466789066989687,0.00044634043906802845
interpolation,C,high,10.0,0.0005671544418575491,0.0005668159742266089
interpolation,C,high,10.25,0.000678649624280608,0.0006783111566496678
interpolation,C,high,10.5,0.0008790841892009349,0.0008709506540600956
interpolation,C,high,10.75,0.0010472719877064618,0.0010415547068165583
interpolation,C,high,11.0,0.001264855995579372,0.001262099449497699
interpolation,C,high,11.25,0.0014959240613594649,0.0014928721837996022
interpolation,C,high,11.5,0.001770251159889659,0.0017540707190946668
interpolation,C,high,11.75,0.0021169135253219155,0.0020378122280663305
interpolation,C,high,12.0,0.0023928024977290584,0.002327271628051613
interpolation,C,high,12.25,0.002704072981205458,0.0026864837718783624
interpolation,C,high,12.5,0.0030940390222227517,0.0030576653081717457
interpolation,C,high,12.75,0.0036960489540863945,0.0035932660167773845
interpolation,C,high,13.0,0.004252268986802946,0.004093945485269831
interpolation,C,high,13.25,0.0048484179236938495,0.004745518920450888
interpolation,C,high,13.5,0.005394657173664944,0.005310632509909467
interpolation,C,high,13.75,0.005865077169547227,0.00568289867738188
interpolation,C,high,14.0,0.006514871060744535,0.0062951021708898955
interpolation,C,high,14.25,0.006899274222330791,0.00671334115014839
interpolation,C,high,14.5,0.007563321067818693,0.0072942081449969
interpolation,C,high,14.75,0.007912741091634156,0.007562348776401555
interpolation,C,high,15.0,0.008108740430103052,0.007731438764021625
interpolation,C,high,15.25,0.008190335840480407,0.007727394524171664
interpolation,C,high,15.5,0.008584569213431745,0.007947430314042617
interpolation,C,high,15.75,0.008915483623138178,0.008155950006876553
interpolation,C,high,16.0,0.008770422376472329,0.008067232419115566
interpolation,C,high,16.25,0.009143525132534133,0.00836440060040127
interpolation,C,high,16.5,0.009342707365349975,0.008652680168879063
interpolation,C,high,16.75,0.009729088523112838,0.009165862786973218
interpolation,C,high,17.0,0.010092321919803759,0.00935773415511654
interpolation,C,high,17.25,0.01082405610270025,0.010060320129490742
interpolation,C,high,17.5,0.01115558032168072,0.010318898048778556
interpolation,C,high,17.75,0.011516006059916591,0.010623466979336423
interpolation,C,high,18.0,0.011691818134163208,0.010779820147416233
interpolation,C,high,18.25,0.01213893354663178,0.011157989848966933
interpolation,C,high,18.5,0.013277810791503973,0.01204536625926504
interpolation,C,high,18.75,0.013361525975162564,0.012432765249896682
interpolation,C,high,19.0,0.01439302104497731,0.013451403642528191
interpolation,C,high,19.25,0.015052935385634543,0.014249010683812529
interpolation,C,high,19.5,0.015733111988409203,0.01462295784519604
interpolation,C,high,19.75,0.01590771200743362,0.01458490138528762
interpolation,C,high,20.0,0.0161744222403714,0.01498101252959897
interpolation,C,high,20.25,0.017303645346731608,0.0162684418314744
interpolation,C,high,20.5,0.018466774413240173,0.01768470966823152
interpolation,C,high,20.75,0.020508381982140382,0.019614467902677186
interpolation,C,high,21.0,0.021815100455765568,0.02102498089858925
interpolation,C,high,21.25,0.023901086385106303,0.023121600494845133
interpolation,C,high,21.5,0.026565052589461735,0.025737866911930612
interpolation,C,high,21.75,0.029071290936894346,0.028281680582297235
interpolation,C,high,22.0,0.0326247066627311,0.0318199837468819
interpolation,C,high,22.25,0.03662937769396948,0.0353648531776332
interpolation,C,high,22.5,0.04107865438469678,0.039771582413680076
interpolation,C,high,22.75,0.045238464940971376,0.04446251087077112
interpolation,C,high,23.0,0.04898836920740435,0.04782895477614441
interpolation,C,high,23.25,0.05372484453311886,0.05283252179389721
interpolation,C,high,23.5,0.05625644518718294,0.05421704488628876
interpolation,C,high,23.75,0.05852182324487003,0.057502047806683845
interpolation,C,high,24.0,0.06302440682914437,0.06128848666377654
interpolation,C,high,24.25,0.06530208358453689,0.06273268813496352
interpolation,C,high,24.5,0.061981647758300645,0.058588824445941746
interpolation,C,high,24.75,0.05733521869877995,0.05334873479395625
interpolation,C,high,25.0,0.054039639560747664,0.047413912836584506
interpolation,C,high,25.25,0.04932437728349737,0.03976327987216665
interpolation,C,high,25.5,0.04144258052394318,0.027632445330488836
interpolation,C,high,25.75,0.03190626222357633,0.01245162201787087
interpolation,C,high,26.0,0.027390281759288027,0.0025478648367453383
interpolation,C,high,26.25,0.02322914149128063,-0.0061834270504611474
interpolation,C,high,26.5,0.021791518993733928,-0.014593455802951832
interpolation,C,high,26.75,0.020177539955735947,-0.016033428166809426
interpolation,C,high,27.0,0.017938644019864138,-0.015413459492631936
interpolation,C,high,27.25,0.015245544278247203,-0.013729972101217298
interpolation,C,high,27.5,0.01228463203891784,-0.011420813552185318
interpolation,C,high,27.75,0.009989924674038104,-0.009231992304274987
interpolation,C,high,28.0,0.006933006448949539,-0.006307739299885312
interpolation,C,high,28.25,0.004749030659335873,-0.0041772581882327745
interpolation,C,high,28.5,0.0027324865133057465,-0.0022909330829042817
mean,A,all,9.5,0.004534851938497243,-0.00012687461930431965
mean,A,all,9.75,0.005220678007389998,-0.00012939344095126625
mean,A,all,10.0,0.005965190263544197,-0.00012480211890689247
mean,A,all,10.25,0.006863257586836627,-0.00012034295995128385
mean,A,all,10.5,0.007796676054863433,-0.00011753269713478805
mean,A,all,10.75,0.008800212137480308,-0.00011420382579060734
mean,A,all,11.0,0.009980729564695881,-0.00011304867499086492
mean,A,all,11.25,0.011131178220187143,-0.0001086270312910687
mean,A,all,11.5,0.012399600376314369,-0.00010273515722027583
mean,A,all,11.75,0.013734241478252153,-9.100787278301247e-05
mean,A,all,12.0,0.015153342941680055,-9.252863804974678e-05
mean,A,all,12.25,0.016458607193300258,-8.347444044710252e-05
mean,A,all,12.5,0.017745362457751424,-7.72013854259403e-05
mean,A,all,12.75,0.01899462299739957,-6.385481792198984e-05
mean,A,all,13.0,0.020392968606949335,-4.863510285084195e-05
mean,A,all,13.25,0.02160245882259457,-3.63732113421506e-05
mean,A,all,13.5,0.02290018322495747,-1.5513662921442257e-05
mean,A,all,13.75,0.024177692238999276,-4.292858753156348e-06
mean,A,all,14.0,0.02532413736014648,2.7924082328538554e-05
mean,A,all,14.25,0.026245484139859224,4.845682266671995e-05
mean,A,all,14.5,0.026954692711994122,5.178409972073915e-05
mean,A,all,14.75,0.02762984109574986,5.879567594375376e-05
mean,A,all,15.0,0.028132540572386292,6.228625434958553e-05
mean,A,all,15.25,0.02853475444567223,6.259994262276568e-05
mean,A,all,15.5,0.02882178253770087,7.662368778848162e-05
mean,A,all,15.75,0.028913452754111228,7.01979993476132e-05
mean,A,all,16.0,0.028776488197724864,6.758858503937432e-05
mean,A,all,16.25,0.028550213349695396,4.259109803563724e-05
mean,A,all,16.5,0.028316270974698916,4.304547052281402e-05
mean,A,all,16.75,0.02806886934567269,3.6711636395746215e-05
mean,A,all,17.0,0.027670967252245243,3.1787477676755185e-05
mean,A,all,17.25,0.027180390555471213,3.406673020530852e-05
mean,A,all,17.5,0.026798445054808984,3.514744167787672e-05
mean,A,all,17.75,0.026315891558111735,3.149178600966168e-05
mean,A,all,18.0,0.025941365859119058,3.4136785304052906e-05
mean,A,all,18.25,0.025497365637022595,2.258732726320977e-05
mean,A,all,18.5,0.025176409529365316,1.536617779275774e-05
mean,A,all,18.75,0.025091287851767712,4.1563007590985805e-06
mean,A,all,19.0,0.02513671594741107,2.1599999373117207e-05
mean,A,all,19.25,0.025308243685044272,2.2014107497420392e-05
mean,A,all,19.5,0.025472043301517006,1.320204187442116e-05
mean,A,all,19.75,0.0262616034198996,-3.1941414919017025e-06
mean,A,all,20.0,0.02713417300750829,-2.901101238577901e-05
mean,A,all,20.25,0.028259741988229323,-5.3419605240055866e-05
mean,A,all,20.5,0.029733729727613224,-6.0376204883155125e-05
mean,A,all,20.75,0.03135160973411995,-8.089610167523042e-05
mean,A,all,21.0,0.03291437836364746,-0.00010512737120115167
mean,A,all,21.25,0.034648994378420755,-0.00013710386855516455
mean,A,all,21.5,0.03654321735425868,-0.0001576811954739593
mean,A,all,21.75,0.03834057733663388,-0.00018441085045285392
mean,A,all,22.0,0.040110793028766335,-0.00019416972893571453
mean,A,all,22.25,0.041699368025493684,-0.00022529615378615064
mean,A,all,22.5,0.043068025897791316,-0.00023512149189559143
mean,A,all,22.75,0.04456557633266872,-0.0001914146750522731
mean,A,all,23.0,0.04586800699068523,-0.00019730867847587248
mean,A,all,23.25,0.04707593031372288,-0.0001837873262174862
mean,A,all,23.5,0.04813479469693289,-0.00015414567225947387
mean,A,all,23.75,0.04920224106899389,-0.00014279669510152643
mean,A,all,24.0,0.04965705593283574,-0.0001145441855849374
mean,A,all,24.25,0.050156143794607366,-8.375977608188285e-05
mean,A,all,24.5,0.04987295794815706,-3.9621552988892415e-05
mean,A,all,24.75,0.049640998627995155,2.217290928397284e-06
mean,A,all,25.0,0.04892916108824496,3.836551519415266e-05
mean,A,all,25.25,0.047756041872847634,8.585682508283491e-05
mean,A,all,25.5,0.0459977890809374,0.00016102781412029605
mean,A,all,25.75,0.04408109184961706,0.00020404173749204022
mean,A,all,26.0,0.04172987155457886,0.00023009406246905567
mean,A,all,26.25,0.03891941037315833,0.0002828665535406668
mean,A,all,26.5,0.03573771460760917,0.0002669720359360603
mean,A,all,26.75,0.03177128183126028,0.0002446182585108605
mean,A,all,27.0,0.02785387277972957,0.00022867621381725638
mean,A,all,27.25,0.023621412553414014,0.00022441451708117818
mean,A,all,27.5,0.01921465147884965,0.0001852669434596135
mean,A,all,27.75,0.014855047641026084,0.00014334654136668738
mean,A,all,28.0,0.010857692259875222,0.00010619214717247209
mean,A,all,28.25,0.00736717009994566,7.064406155376093e-05
mean,A,all,28.5,0.004600971947558021,4.8468959047344074e-05
mean,A,high,9.5,0.0008119297271257879,7.643931939591486e-05
mean,A,high,9.75,0.0009764744479832167,0.00012832154190759972
mean,A,high,10.0,0.001172899337081499,0.00019014812742804648
mean,A,high,10.25,0.0014184062602985304,0.00022939885472749594
mean,A,high,10.5,0.0017305192386448103,0.0002895870944938002
mean,A,high,10.75,0.0020639345015782975,0.00029775867843890983
mean,A,high,11.0,0.0025548171971852946,0.0003372219062324463
mean,A,high,11.25,0.0030501698774739227,0.00037529190958240975
mean,A,high,11.5,0.0036876264323649727,0.0003501812582979207
mean,A,high,11.75,0.0044386558444139326,0.0003903900965312319
mean,A,high,12.0,0.005303411752449472,0.00032438491709775846
mean,A,high,12.25,0.006188181482820117,0.0003175226873360085
mean,A,high,12.5,0.007092761145334271,0.0002432950961371509
mean,A,high,12.75,0.008253483810112035,0.00027008089713963625
mean,A,high,13.0,0.009527310000985306,0.0002745517134070758
mean,A,high,13.25,0.010851033479284245,0.00044230502193802956
mean,A,high,13.5,0.012324926693713092,0.0005978627882578061
mean,A,high,13.75,0.013892733580542115,0.0008065776910207977
mean,A,high,14.0,0.015414099463262295,0.0010489296065795575
mean,A,high,14.25,0.01668773189368673,0.001148975352732606
mean,A,high,14.5,0.017903820806019898,0.0011891570051089186
mean,A,high,14.75,0.019234801652626834,0.001329944777616774
mean,A,high,15.0,0.02033714528183857,0.001391028645334336
mean,A,high,15.25,0.02141326196082685,0.0013572976773619098
mean,A,high,15.5,0.02258330378020435,0.00141844494179776
mean,A,high,15.75,0.023628024461151583,0.001424264796818769
mean,A,high,16.0,0.024168965320234492,0.0012760369557361024
mean,A,high,16.25,0.02472176101246658,0.0010393967156598636
mean,A,high,16.5,0.025039932910706657,0.0008704673458344966
mean,A,high,16.75,0.02544236024657638,0.0007012539283173326
mean,A,high,17.0,0.02543890032619999,0.0005745057817683841
mean,A,high,17.25,0.02525489507605833,0.00036699793710758373
mean,A,high,17.5,0.025297218480503487,0.00023364307783215423
mean,A,high,17.75,0.025153114148627205,8.136896580330771e-05
mean,A,high,18.0,0.024671828646279377,-3.2015148099860425e-06
mean,A,high,18.25,0.0241502461921005,-0.00017646209146848064
mean,A,high,18.5,0.023754738444216907,-0.00022023376576452041
mean,A,high,18.75,0.023092457881222828,-0.00037858473701680295
mean,A,high,19.0,0.02253933078455077,-0.0005249795288005892
mean,A,high,19.25,0.02194854558131449,-0.0007253607305901323
mean,A,high,19.5,0.021163470032409114,-0.0009983423563877443
mean,A,high,19.75,0.021233395194023272,-0.0011995250067406238
mean,A,high,20.0,0.020967151089089517,-0.0014009475579324557
mean,A,high,20.25,0.021045744288017733,-0.0018831250840308472
mean,A,high,20.5,0.02132287761018671,-0.002291338048059849
mean,A,high,20.75,0.021718956310941173,-0.00254876817751796
mean,A,high,21.0,0.02196230387530953,-0.0027313798789655105
mean,A,high,21.25,0.02274527023330334,-0.003019782292122244
mean,A,high,21.5,0.023959262150608826,-0.0033191461228428295
mean,A,high,21.75,0.02495927553700097,-0.003484750022987832
mean,A,high,22.0,0.026311920728163827,-0.0036368937697675227
mean,A,high,22.25,0.027401995144508643,-0.003556440307683078
mean,A,high,22.5,0.02858463916140081,-0.003583119005543769
