threshold_c,high,middle,difference,lower,upper,outcome,positive_years,negative_years
16.25,3008180.543792868,2830202.406380315,177978.1374125537,157484.80147897563,197664.83945044465,S_km2,33,0
16.5,2987835.746826187,2800124.4533361867,187711.29349000053,166774.35753684788,207438.73672946988,S_km2,33,0
16.75,2966171.25180444,2769119.975017233,197051.27678720676,175305.43083210842,217394.2530107962,S_km2,33,0
17.0,2943247.308954063,2737875.3124403856,205371.9965136775,182873.17503350184,226622.01152770562,S_km2,33,0
17.25,2919787.3804416503,2705146.6808281923,214640.69961345795,192187.48125216705,236555.06627210457,S_km2,33,0
17.5,2895398.8468820155,2672628.0411461997,222770.80573581526,199687.2181395776,245225.34722259358,S_km2,33,0
17.75,2869581.376747478,2638765.7795117977,230815.59723567983,208254.29930057237,252792.8097065252,S_km2,33,0
18.0,2842632.154230915,2604043.3232894232,238588.83094149164,215758.77619028435,260859.80360382525,S_km2,33,0
18.25,2814720.7744050515,2568470.451979868,246250.3224251835,223308.86908967723,269076.6157984037,S_km2,33,0
18.5,2784558.382545036,2531995.47973903,252562.90280600626,229862.9605064638,275615.75652152486,S_km2,33,0
18.75,2754322.315013052,2494893.944711926,259428.37030112592,236185.29262663398,283106.35095814517,S_km2,33,0
19.0,2722627.522928696,2456642.9713112456,265984.5516174508,242211.46893750876,290627.04720180534,S_km2,33,0
19.25,2689776.121870326,2417082.8967004693,272693.2251698565,248003.5521741445,297790.1919653184,S_km2,33,0
19.5,2656893.377740138,2376453.465401022,280439.9123391158,255843.12262008525,306629.47427162057,S_km2,33,0
19.75,2622953.0833647777,2334107.723371677,288845.3599931008,264121.2790958902,314939.6992548571,S_km2,33,0
20.0,2587725.2570146387,2289475.835200259,298249.42181437917,273148.4817720035,325773.4335468959,S_km2,33,0
20.25,2551638.001690781,2242492.551158504,309145.4505322771,283399.79332024575,337047.47190476133,S_km2,33,0
20.5,2513308.698741851,2194018.569291781,319290.12945006974,293096.5730518321,349109.35596768634,S_km2,33,0
20.75,2472306.5123968334,2143165.6722312314,329140.8401656017,302477.9388326016,360137.5027068248,S_km2,33,0
21.0,2430020.683301795,2089677.7286349752,340342.9546668194,313463.8585805779,371539.58870861866,S_km2,33,0
21.25,2384223.8874799293,2033025.5055761382,351198.38190379104,323527.4686404685,384003.17126404773,S_km2,33,0
21.5,2336061.012422985,1973800.5926120249,362260.41981095966,334277.5204748019,395770.1897427041,S_km2,33,0
21.75,2284983.7215078464,1911893.172083687,373090.5494241593,343825.1447777539,408280.5457313294,S_km2,33,0
22.0,2228760.298053129,1846672.1305650522,382088.1674880767,351669.05528999516,418154.32633929426,S_km2,33,0
22.25,2168019.7537026424,1777909.9966195335,390109.7570831087,358241.5212749463,426963.76581808523,S_km2,33,0
22.5,2103990.861284722,1705691.1955676824,398299.6657170398,364442.17769747385,437593.0300481988,S_km2,33,0
22.75,2034846.3336061446,1630533.1304120205,404313.2031941241,367691.37203839084,445509.91299969534,S_km2,33,0
23.0,1962311.2654472147,1552497.0201951808,409814.2452520339,372384.9013202972,451447.87552810163,S_km2,33,0
23.25,1885535.6621792223,1470563.0882051217,414972.5739741006,376477.82113142934,457548.27081380936,S_km2,33,0
23.5,1803198.897797666,1384620.4206996614,418578.47709800466,379805.3218798415,461930.2716769719,S_km2,33,0
23.75,1714793.5216929205,1294990.976634149,419802.54505877115,380910.6017408132,463219.5578584084,S_km2,33,0
24.0,1619892.6067166706,1204161.3443750318,415731.26234163885,376962.54620760103,458552.1622813087,S_km2,33,0
24.25,1521691.5032269103,1111635.9043171217,410055.5989097887,371661.18837004725,452780.46721983585,S_km2,33,0
24.5,1418937.4337908328,1018128.6412175404,400808.7925732924,362953.73462761455,442718.1788008595,S_km2,33,0
24.75,1310381.4097584365,921807.9053387268,388573.5044197096,353210.0035969397,427720.15737553075,S_km2,33,0
25.0,1196820.5447583324,825134.4743880671,371686.0703702653,337754.7449997293,409885.85126479063,S_km2,33,0
25.25,1082157.3001197372,727665.7138596766,354491.58626006043,322481.9670030486,391673.2502565363,S_km2,33,0
25.5,965254.7651478257,632659.863254608,332594.90189321776,303146.7765695278,367125.52426588844,S_km2,33,0
25.75,848712.1352904785,538839.5998476499,309872.53544282855,281670.42412534455,342812.0461003321,S_km2,33,0
26.0,731283.5333765673,449817.7882027534,281465.7451738139,253180.05762885048,312930.62227053515,S_km2,33,0
26.25,619701.8199400174,367350.4256851668,252351.39425485063,224980.08899470879,282176.9820857853,S_km2,33,0
26.5,512584.92317560315,292479.18351188215,220105.73966372092,194806.53256940443,246163.01858320262,S_km2,33,0
26.75,413223.2735194729,225777.23877283593,187446.03474663701,164000.60092762494,210703.41996524791,S_km2,33,0
27.0,325922.5407302667,168252.57204860108,157669.9686816656,136816.97089928572,177417.48249800992,S_km2,32,1
27.25,249771.0534039601,119984.22469899562,129786.82870496452,111433.79779768465,147145.30958040594,S_km2,32,1
27.5,185031.49569801232,81864.36382608644,103167.13187192589,87783.86757632878,117830.99447232738,S_km2,32,1
27.75,131022.40016341065,52925.07368656665,78097.326476844,64420.7951855222,91249.03674097957,S_km2,32,1
28.0,87344.0118968197,31927.25335006312,55416.75854675658,44432.531968706295,65996.24310765602,S_km2,32,1
28.25,54743.93745444157,17754.35295587155,36989.58449857002,29084.835686315862,44792.97554435336,S_km2,32,1
28.5,31284.359524099673,8949.365393496848,22334.994130602823,17285.884584770134,27873.59552613454,S_km2,32,1
9.5,3190264.9866417446,3183667.3053521253,6597.681289619944,4800.548493678791,8326.940420972362,largest_km2,30,3
9.75,3189761.6657642457,3181718.354188702,8043.311575543558,5745.932423500106,10193.220397554884,largest_km2,29,4
10.0,3189097.341843964,3179516.7724113204,9580.569432643744,6873.164726127755,12036.796104037421,largest_km2,30,3
10.25,3188316.8365783477,3176600.651825967,11716.184752381314,8577.009926931789,14595.90677205345,largest_km2,30,3
10.5,3187177.8485981924,3173105.6110798214,14072.23751837105,10650.885934011423,17223.948702838017,largest_km2,31,2
10.75,3186031.5877381572,3168945.2162784897,17086.371459667444,13162.762079560407,20838.1099462799,largest_km2,31,2
11.0,3184383.0796615276,3163895.9645172562,20487.115144271826,15925.029038714858,24681.919272503757,largest_km2,31,2
11.25,3182509.2458273564,3158155.7132858303,24353.532541525907,19447.91342732334,28751.316697595994,largest_km2,31,2
11.5,3180317.186098028,3151238.3543196265,29078.83177840149,23451.016191402807,33882.231806638454,largest_km2,32,1
11.75,3177462.3148521003,3143437.374444483,34024.94040761763,28022.920827659393,39366.7009773286,largest_km2,33,0
12.0,3174103.5550532197,3134115.6789848316,39987.876068387915,33397.79111350719,45856.2784790785,largest_km2,33,0
12.25,3170073.548665352,3123955.507310279,46118.0413550731,38801.264738045465,52449.78713445939,largest_km2,33,0
12.5,3165732.360453004,3113174.3683774923,52557.99207551193,44733.19166891538,59635.64844050308,largest_km2,33,0
12.75,3160140.8205785877,3100260.438295125,59880.3822834626,51439.68655790491,67390.7719091331,largest_km2,33,0
13.0,3153832.237220761,3086389.189917475,67443.04730328596,57697.51214700032,75734.30485410512,largest_km2,33,0
13.25,3146104.085021424,3071640.7289953423,74463.356026082,64235.86822123561,83416.82737929243,largest_km2,33,0
13.5,3137418.0203089183,3055055.3825133927,82362.63779552541,71511.02378785003,92187.80108709399,largest_km2,33,0
13.75,3127355.30371274,3037150.380622349,90204.9230903914,77900.03336389904,101309.19833086817,largest_km2,33,0
14.0,3115990.4796624635,3017287.3285401743,98703.15112228917,84764.88231176237,111198.66016228047,largest_km2,33,0
14.25,3104333.023807689,2996355.2368418635,107977.7869658255,93530.3631890464,121376.95729254874,largest_km2,33,0
14.5,3091417.7917020964,2973919.3360266658,117498.45567543036,102623.35672214074,131807.38874868708,largest_km2,33,0
14.75,3076591.7165421396,2951061.090625179,125530.62591696053,109866.72500866409,140670.60368651326,largest_km2,33,0
15.0,3060870.2927032225,2926042.3200167445,134827.97268647797,118470.32674827854,150360.5765985431,largest_km2,33,0
15.25,3045245.019606687,2900578.259331044,144666.76027564378,127335.18133953336,161437.24264316473,largest_km2,33,0
15.5,3027600.870423987,2872594.559107122,155006.31131686506,136970.46224637996,172156.57580724513,largest_km2,33,0
15.75,3009161.609107424,2844149.8747785236,165011.7343289002,145963.32558727943,182939.5598715885,largest_km2,33,0
16.0,2990591.1099520386,2814406.842717772,176184.2672342669,155984.37614994473,195764.3191173014,largest_km2,33,0
16.25,2970425.887078959,2784169.6558788717,186256.23120008703,165031.25776088465,205723.65197350224,largest_km2,33,0
16.5,2949281.828805125,2752913.145464006,196368.6833411187,173679.0860541425,216826.1868005864,largest_km2,33,0
16.75,2927348.6483203643,2721355.3271659757,205993.32115438854,182576.36523502404,227334.12666132464,largest_km2,33,0
17.0,2904230.2148050806,2688857.998154726,215372.2166503544,192039.41043566514,237189.48852985742,largest_km2,33,0
17.25,2880044.6514079873,2655308.015330873,224736.63607711467,200991.88898676363,247553.19047866244,largest_km2,33,0
17.5,2855853.731261661,2621638.1691260017,234215.56213565925,209325.43563293866,258095.57067489505,largest_km2,33,0
17.75,2829257.318623502,2587043.474528944,242213.84409455763,217911.92384137245,266223.85486238584,largest_km2,33,0
18.0,2802724.3761565457,2551786.599461724,250937.77669482157,225654.8385500678,275697.2118563921,largest_km2,33,0
18.25,2773810.207849971,2514863.4190465854,258946.78880338545,233996.58445521313,283680.7466577535,largest_km2,33,0
18.5,2743043.6638351185,2477956.90530308,265086.7585320388,240643.81837133554,289764.9688105437,largest_km2,33,0
18.75,2712810.8269186015,2440913.6721754763,271897.15474312473,247193.69703717553,296795.9027936873,largest_km2,33,0
19.0,2679505.830993707,2402200.685350144,277305.1456435627,252476.02234262234,303011.1180388881,largest_km2,33,0
19.25,2646018.4285939415,2359970.923962381,286047.50463156047,259987.00978955202,312850.4402719816,largest_km2,33,0
19.5,2612038.0934247077,2316752.5003784797,295285.59304622776,268993.6912587663,322782.0072649037,largest_km2,33,0
19.75,2576983.1756075583,2271147.7734639808,305835.402143578,278959.39499778626,334108.6045026705,largest_km2,33,0
20.0,2541445.372331123,2221767.066113232,319678.3062178911,292158.94818215637,349292.3774311778,largest_km2,33,0
20.25,2503869.807888742,2172252.1724927234,331617.63539601845,304092.9855390047,361359.00093246734,largest_km2,33,0
20.5,2464557.89965407,2119011.6186424126,345546.2810116573,317392.60953752097,377077.28785931406,largest_km2,33,0
20.75,2420426.6807800783,2062477.0562096667,357949.62457041175,328200.2447102338,391104.2905335629,largest_km2,33,0
21.0,2375846.734621068,2005012.8319519344,370833.90266913373,340832.3760770476,403942.4252350911,largest_km2,33,0
21.25,2327477.1664866866,1945856.5491348074,381620.61735187884,350473.70629034657,417082.123460477,largest_km2,33,0
21.5,2277348.2968979515,1883720.7697052145,393627.5271927368,361436.86385725695,429296.03851947724,largest_km2,33,0
21.75,2221797.060319487,1817145.0183496154,404652.04196987156,371443.00961295754,442448.0633809424,largest_km2,33,0
22.0,2160612.873293661,1750677.6790857762,409935.1942078851,375999.41215893487,447539.17991663003,largest_km2,33,0
22.25,2095541.0821163491,1677334.9716386201,418206.1104777289,383400.3407969022,457827.3561957736,largest_km2,33,0
22.5,2022233.5149410695,1598686.137516383,423547.37742468657,384923.75069623097,467722.1262619331,largest_km2,33,0
22.75,1943546.343271738,1518419.8024225463,425126.5408491918,384061.9022561459,469152.2121789409,largest_km2,33,0
23.0,1863296.5394784957,1433024.8445210797,430271.6949574158,391342.8473353944,472988.0550974649,largest_km2,33,0
23.25,1771028.6324735594,1342573.163885773,428455.4685877864,387008.94185920636,476303.05598832975,largest_km2,33,0
23.5,1676016.4365669708,1244470.7387639862,431545.6978029846,390586.361183406,479769.85979432764,largest_km2,33,0
23.75,1567247.6878392668,1147098.2214860113,420149.46635325573,376765.2039816026,472441.84649086447,largest_km2,33,0
24.0,1438646.868888728,1033802.1434991581,404844.7253895701,365191.6109843973,451677.268309286,largest_km2,33,0
24.25,1308788.5211371917,919887.4026006897,388901.11853650206,355930.78016773984,427744.63095308014,largest_km2,33,0
24.5,1182713.048307763,804434.961008341,378278.08729942184,344104.7909785565,415081.4924686812,largest_km2,33,0
24.75,1048989.9676126265,695151.6349913373,353838.3326212892,315751.6256466503,396282.686108635,largest_km2,33,0
25.0,917340.551743438,594344.1073126284,322996.44443080964,286256.10956527,361209.0005051004,largest_km2,33,0
25.25,796087.8777699346,503788.67077769915,292299.2069922355,258071.75036825927,330737.6205804022,largest_km2,33,0
25.5,684604.2351047308,423023.0258865472,261581.20921818365,228958.44293336786,298211.3308869404,largest_km2,33,0
25.75,594567.743443775,349267.9544154526,245299.7890283225,215932.53912538546,279261.0096459848,largest_km2,33,0
26.0,505171.98719770653,285132.48243185785,220039.50476584872,196398.7226971951,247458.01422550535,largest_km2,33,0
26.25,425027.80685499485,230138.91237840508,194888.89447658978,171816.78925210383,221338.01423422413,largest_km2,33,0
26.5,354374.21312536,182789.90661099317,171584.30651436688,149603.9662213309,194994.878389258,largest_km2,33,0
26.75,288483.71604192513,140719.93687473974,147763.77916718536,129089.24699112406,166956.10747702353,largest_km2,32,1
27.0,229307.79491090163,105157.13553891252,124150.65937198908,107381.74443500683,140861.2145182226,largest_km2,32,1
27.25,176152.03350028454,74959.51005573838,101192.52344454615,87335.2389066896,114899.78662002878,largest_km2,32,1
27.5,131667.80332554778,50739.95558776128,80927.8477377865,68572.70446064683,93100.63116254727,largest_km2,32,1
27.75,93664.0228200542,33308.6525936248,60355.37022642941,49429.22490022322,71101.60696707401,largest_km2,32,1
28.0,61379.6992769124,20326.709900846337,41052.98937606606,32112.01231399843,50236.48634885153,largest_km2,32,1
28.25,37739.01175215418,11519.559053502504,26219.452698651683,20685.148003511924,31951.861029388132,largest_km2,31,2
28.5,20508.288417594038,5933.855780881411,14574.432636712625,11060.878488728404,18686.993531418055,largest_km2,31,2
