partition,lower,upper,record,year,scale,high_n,middle_n,ratio,rms_absolute
25--70,0.25,0.7,200606,2006,5,9,13,-0.04305477634503241,-0.1342331972089319
25--70,0.25,0.7,200606,2006,6,9,13,-0.061923845446141046,-0.20291812744522986
25--70,0.25,0.7,200607,2006,1,10,13,0.06565839724737077,0.07229965997589316
25--70,0.25,0.7,200607,2006,2,10,13,0.05201603457780979,0.0730583368403881
25--70,0.25,0.7,200607,2006,3,10,13,-0.003668960676020183,-0.0069893439018313686
25--70,0.25,0.7,200607,2006,4,10,13,-0.03571148180573547,-0.08519097919887031
25--70,0.25,0.7,200607,2006,5,10,13,-0.03960490700807495,-0.10330950042285103
25--70,0.25,0.7,200607,2006,6,10,13,-0.03854060235441381,-0.10349391683899434
25--70,0.25,0.7,200608,2006,1,10,13,-0.11687609119180231,-0.13823882418162636
25--70,0.25,0.7,200608,2006,2,10,13,-0.16230334867891238,-0.24680186489628353
25--70,0.25,0.7,200608,2006,3,10,13,-0.21362457445793503,-0.44031054604167563
25--70,0.25,0.7,200608,2006,4,10,13,-0.2441813905907233,-0.6301211420313111
25--70,0.25,0.7,200608,2006,5,10,13,-0.25127954392092033,-0.7069277690508553
25--70,0.25,0.7,200608,2006,6,10,13,-0.2527846476901241,-0.7308949708093415
25--70,0.25,0.7,200706,2007,1,9,13,0.15849354548479044,0.17467066588756675
25--70,0.25,0.7,200706,2007,2,9,13,0.16986298358539043,0.2370069717367742
25--70,0.25,0.7,200706,2007,3,9,13,0.15468151002457775,0.2947870394130394
25--70,0.25,0.7,200706,2007,4,9,13,0.0671128242840402,0.17246285714063792
25--70,0.25,0.7,200706,2007,5,9,13,0.0042838440003327705,0.012717829408309456
25--70,0.25,0.7,200706,2007,6,9,13,-0.023114567614400006,-0.07242978710031966
25--70,0.25,0.7,200707,2007,1,10,13,-0.08901093481886635,-0.10670567058367242
25--70,0.25,0.7,200707,2007,2,10,13,-0.07974376599875632,-0.12049166512190546
25--70,0.25,0.7,200707,2007,3,10,13,-0.0875344751858802,-0.1759780316559687
25--70,0.25,0.7,200707,2007,4,10,13,-0.14341227093360187,-0.36675312972444907
25--70,0.25,0.7,200707,2007,5,10,13,-0.175188277940595,-0.4967352594444243
25--70,0.25,0.7,200707,2007,6,10,13,-0.18804995566450022,-0.5525417785778677
25--70,0.25,0.7,200708,2007,1,10,13,0.031102928679566766,0.03620109669131244
25--70,0.25,0.7,200708,2007,2,10,13,-0.006357114127920616,-0.009714160394890037
25--70,0.25,0.7,200708,2007,3,10,13,-0.06444747837537157,-0.13684129744715445
25--70,0.25,0.7,200708,2007,4,10,13,-0.13798892200254675,-0.3776172237264488
25--70,0.25,0.7,200708,2007,5,10,13,-0.1791473490124399,-0.5470439674531686
25--70,0.25,0.7,200708,2007,6,10,13,-0.19635994725416472,-0.6233563215844047
25--70,0.25,0.7,200806,2008,1,9,13,0.10478687106582707,0.11181485621896847
25--70,0.25,0.7,200806,2008,2,9,13,0.10418798716770539,0.14264904521748845
25--70,0.25,0.7,200806,2008,3,9,13,0.11914433853347539,0.21894711056936877
25--70,0.25,0.7,200806,2008,4,9,13,0.09067366757580064,0.21609723342832954
25--70,0.25,0.7,200806,2008,5,9,13,0.05971265766871414,0.1612013418271001
25--70,0.25,0.7,200806,2008,6,9,13,0.04448560118288625,0.12578163867455228
25--70,0.25,0.7,200807,2008,1,10,13,0.013262706419902015,0.015487806051157182
25--70,0.25,0.7,200807,2008,2,10,13,0.028424835160227424,0.04165633693105297
25--70,0.25,0.7,200807,2008,3,10,13,-0.0011833564234360328,-0.002333611276177816
25--70,0.25,0.7,200807,2008,4,10,13,-0.054472631119339976,-0.13647903948355378
25--70,0.25,0.7,200807,2008,5,10,13,-0.07283800608259838,-0.2004390925383852
25--70,0.25,0.7,200807,2008,6,10,13,-0.07836757228378943,-0.22221230888253274
25--70,0.25,0.7,200808,2008,1,10,13,0.017071588155046946,0.02035353769931003
25--70,0.25,0.7,200808,2008,2,10,13,-0.016977537366675288,-0.0260877349123958
25--70,0.25,0.7,200808,2008,3,10,13,-0.0853343747127322,-0.1813889398183064
25--70,0.25,0.7,200808,2008,4,10,13,-0.16362200390543558,-0.44976703867504764
25--70,0.25,0.7,200808,2008,5,10,13,-0.20218949907553507,-0.6179631113667483
25--70,0.25,0.7,200808,2008,6,10,13,-0.21767383194730472,-0.6896540406581044
25--70,0.25,0.7,200906,2009,1,9,13,0.07514848313856626,0.0906019992390279
25--70,0.25,0.7,200906,2009,2,9,13,0.11631233332005952,0.18307517933011264
25--70,0.25,0.7,200906,2009,3,9,13,0.1305760966271483,0.2918682063368392
25--70,0.25,0.7,200906,2009,4,9,13,0.08305073622363879,0.2511003754209238
25--70,0.25,0.7,200906,2009,5,9,13,0.05197302611657695,0.17922910657271096
25--70,0.25,0.7,200906,2009,6,9,13,0.03899141738212708,0.14087115928106453
25--70,0.25,0.7,200907,2009,1,10,13,-0.001428738398834728,-0.0016818350889713507
25--70,0.25,0.7,200907,2009,2,10,13,-0.024197714112187185,-0.03681126258349332
25--70,0.25,0.7,200907,2009,3,10,13,-0.09856772187438323,-0.20868454382081492
25--70,0.25,0.7,200907,2009,4,10,13,-0.19079890396124888,-0.5318059373369737
25--70,0.25,0.7,200907,2009,5,10,13,-0.22992166264897718,-0.7201503526691093
25--70,0.25,0.7,200907,2009,6,10,13,-0.2437950686397744,-0.7949351477376014
25--70,0.25,0.7,200908,2009,1,10,13,-0.201273209210296,-0.2705879984799222
25--70,0.25,0.7,200908,2009,2,10,13,-0.2118827295846053,-0.36335772954677026
25--70,0.25,0.7,200908,2009,3,10,13,-0.23117416187678652,-0.5374867933199359
25--70,0.25,0.7,200908,2009,4,10,13,-0.2427652408530443,-0.7236125967948608
25--70,0.25,0.7,200908,2009,5,10,13,-0.247066015973178,-0.8175392699595276
25--70,0.25,0.7,200908,2009,6,10,13,-0.24893967483941848,-0.8536939885480548
25--70,0.25,0.7,201006,2010,1,9,13,0.016633336206338223,0.018572772068822463
25--70,0.25,0.7,201006,2010,2,9,13,0.05543456597463137,0.07792547935043892
25--70,0.25,0.7,201006,2010,3,9,13,0.13537897135199484,0.24604991328431236
25--70,0.25,0.7,201006,2010,4,9,13,0.143897544302672,0.33229559665293706
25--70,0.25,0.7,201006,2010,5,9,13,0.10933839079549879,0.28692555973185385
25--70,0.25,0.7,201006,2010,6,9,13,0.08948549577333353,0.24685758809881708
25--70,0.25,0.7,201007,2010,1,10,13,0.012687978195768279,0.01435146998574588
25--70,0.25,0.7,201007,2010,2,10,13,-0.0010858643960549585,-0.0015542695822321484
25--70,0.25,0.7,201007,2010,3,10,13,-0.06303597790680593,-0.12206816774015827
25--70,0.25,0.7,201007,2010,4,10,13,-0.16110352976230147,-0.4046333803475397
25--70,0.25,0.7,201007,2010,5,10,13,-0.2060822095667305,-0.5779421113805396
25--70,0.25,0.7,201007,2010,6,10,13,-0.22279944141612817,-0.6487600190184137
25--70,0.25,0.7,201008,2010,1,10,13,0.027927511070861444,0.03446380770173185
25--70,0.25,0.7,201008,2010,2,10,13,-0.0050674171970752635,-0.008304025305898133
25--70,0.25,0.7,201008,2010,3,10,13,-0.09090088611654257,-0.21486552510595658
25--70,0.25,0.7,201008,2010,4,10,13,-0.1735712531857594,-0.5426664553569776
25--70,0.25,0.7,201008,2010,5,10,13,-0.20090056041282123,-0.702184366082335
25--70,0.25,0.7,201008,2010,6,10,13,-0.2094661038977228,-0.7600106654732937
25--70,0.25,0.7,201106,2011,1,9,13,-0.023268017645927896,-0.02611634901550408
25--70,0.25,0.7,201106,2011,2,9,13,-0.03362603852721302,-0.04874338539014067
25--70,0.25,0.7,201106,2011,3,9,13,-0.0373944506281525,-0.07420639086479808
25--70,0.25,0.7,201106,2011,4,9,13,-0.09632426263088312,-0.25658334561294716
25--70,0.25,0.7,201106,2011,5,9,13,-0.1421779125409255,-0.43539726534919687
25--70,0.25,0.7,201106,2011,6,9,13,-0.1618676224779385,-0.5216638289911444
25--70,0.25,0.7,201107,2011,1,10,13,-0.05435060253176227,-0.06504941797895958
25--70,0.25,0.7,201107,2011,2,10,13,-0.07950800922211732,-0.12299196480414532
25--70,0.25,0.7,201107,2011,3,10,13,-0.09649051625727911,-0.20291539278401816
25--70,0.25,0.7,201107,2011,4,10,13,-0.14104153125087526,-0.3797611409262567
25--70,0.25,0.7,201107,2011,5,10,13,-0.16755235268038493,-0.49975848456525984
25--70,0.25,0.7,201107,2011,6,10,13,-0.17838422444605806,-0.550578393322354
25--70,0.25,0.7,201108,2011,1,10,13,0.01603339932257497,0.018163341407948952
25--70,0.25,0.7,201108,2011,2,10,13,0.04488101080241469,0.0640316573761841
25--70,0.25,0.7,201108,2011,3,10,13,0.03953979068301661,0.07562681480153888
25--70,0.25,0.7,201108,2011,4,10,13,-0.0358740288063889,-0.0882713653518028
25--70,0.25,0.7,201108,2011,5,10,13,-0.07270667549354448,-0.19847227204568618
25--70,0.25,0.7,201108,2011,6,10,13,-0.08606724640947128,-0.24314623895983445
25--70,0.25,0.7,201206,2012,1,9,13,-0.19179610008756665,-0.22996609710427407
25--70,0.25,0.7,201206,2012,2,9,13,-0.26835562995805207,-0.4315516816145166
25--70,0.25,0.7,201206,2012,3,9,13,-0.3500472490227654,-0.8146728709037103
25--70,0.25,0.7,201206,2012,4,9,13,-0.39837656056397386,-1.2607611611663962
25--70,0.25,0.7,201206,2012,5,9,13,-0.416431191193394,-1.5060087257707568
25--70,0.25,0.7,201206,2012,6,9,13,-0.4227887084177575,-1.6026225871452615
25--70,0.25,0.7,201207,2012,1,10,13,-0.12619382719917138,-0.14905587977534607
25--70,0.25,0.7,201207,2012,2,10,13,-0.16987813108305727,-0.26355776912345474
25--70,0.25,0.7,201207,2012,3,10,13,-0.23781655726214035,-0.5140025694878774
25--70,0.25,0.7,201207,2012,4,10,13,-0.28046649908301213,-0.7615037112764442
25--70,0.25,0.7,201207,2012,5,10,13,-0.2968110494500714,-0.8797668901461106
25--70,0.25,0.7,201207,2012,6,10,13,-0.30314325171951584,-0.9246693139445288
25--70,0.25,0.7,201208,2012,1,10,13,-0.18666883760752118,-0.23069026999818876
25--70,0.25,0.7,201208,2012,2,10,13,-0.24131819034808555,-0.3843219729138596
25--70,0.25,0.7,201208,2012,3,10,13,-0.33630411615011235,-0.744524488075097
25--70,0.25,0.7,201208,2012,4,10,13,-0.4032824920162532,-1.1690833931673463
25--70,0.25,0.7,201208,2012,5,10,13,-0.42258529781053533,-1.3685293994726848
25--70,0.25,0.7,201208,2012,6,10,13,-0.42815585695757574,-1.4395654000306948
25--70,0.25,0.7,201306,2013,1,9,13,0.038875250554401664,0.04193112996125503
25--70,0.25,0.7,201306,2013,2,9,13,0.06720091223126645,0.09049818585031266
25--70,0.25,0.7,201306,2013,3,9,13,0.1140443697757203,0.20288498341172678
25--70,0.25,0.7,201306,2013,4,9,13,0.09410100243941932,0.21887239840700268
25--70,0.25,0.7,201306,2013,5,9,13,0.06834888002945583,0.18026595777443255
25--70,0.25,0.7,201306,2013,6,9,13,0.056512022654752636,0.1559776274962683
25--70,0.25,0.7,201307,2013,1,10,13,0.00499472742300533,0.005689529883770028
25--70,0.25,0.7,201307,2013,2,10,13,-0.005060405030257953,-0.0073546790679484
25--70,0.25,0.7,201307,2013,3,10,13,-0.044526194915031625,-0.08711849769849023
25--70,0.25,0.7,201307,2013,4,10,13,-0.08993858234693164,-0.21781584607256566
25--70,0.25,0.7,201307,2013,5,10,13,-0.10709229868629,-0.28159493308260775
25--70,0.25,0.7,201307,2013,6,10,13,-0.11276262017767202,-0.304424283453546
25--70,0.25,0.7,201308,2013,1,10,13,-0.015362653208085053,-0.018329260805724612
25--70,0.25,0.7,201308,2013,2,10,13,-0.06599288814574789,-0.10255035961415349
25--70,0.25,0.7,201308,2013,3,10,13,-0.13400809227930144,-0.2845303789217253
25--70,0.25,0.7,201308,2013,4,10,13,-0.21338402052415906,-0.5726592670584809
25--70,0.25,0.7,201308,2013,5,10,13,-0.252843001697159,-0.749760135867902
25--70,0.25,0.7,201308,2013,6,10,13,-0.2687823415363664,-0.8252779189900341
25--70,0.25,0.7,201406,2014,1,9,13,0.05426869957191749,0.058772044761482345
25--70,0.25,0.7,201406,2014,2,9,13,0.06071576966888714,0.08458852187539323
25--70,0.25,0.7,201406,2014,3,9,13,0.0751255839319982,0.1412760161912705
25--70,0.25,0.7,201406,2014,4,9,13,0.08076853517711591,0.19833610212653063
25--70,0.25,0.7,201406,2014,5,9,13,0.07611755264210562,0.21276960689035018
25--70,0.25,0.7,201406,2014,6,9,13,0.07256704261345126,0.21282408449696177
25--70,0.25,0.7,201407,2014,1,10,13,-0.06120527808076659,-0.06914169224942679
25--70,0.25,0.7,201407,2014,2,10,13,-0.0808017817466199,-0.11718362528603254
25--70,0.25,0.7,201407,2014,3,10,13,-0.08260587561132293,-0.16051936279468437
25--70,0.25,0.7,201407,2014,4,10,13,-0.12728884764561121,-0.3194562642059964
25--70,0.25,0.7,201407,2014,5,10,13,-0.15900898786705164,-0.447593069584598
25--70,0.25,0.7,201407,2014,6,10,13,-0.17218594373785356,-0.5045091140404248
25--70,0.25,0.7,201408,2014,1,10,13,-0.01799600289137837,-0.020703318823976247
25--70,0.25,0.7,201408,2014,2,10,13,-0.0001386135213049533,-0.00020053377505435677
25--70,0.25,0.7,201408,2014,3,10,13,0.04431183824294638,0.0846551880469879
25--70,0.25,0.7,201408,2014,4,10,13,0.05287473991149705,0.13069475441945322
25--70,0.25,0.7,201408,2014,5,10,13,0.04371515235121737,0.1217354397096404
25--70,0.25,0.7,201408,2014,6,10,13,0.03956890280957204,0.11489720448187324
25--70,0.25,0.7,201606,2016,1,9,13,0.04588551410679842,0.05265726379164448
25--70,0.25,0.7,201606,2016,2,9,13,0.06974258521179855,0.1035056274721855
25--70,0.25,0.7,201606,2016,3,9,13,0.08586875540763494,0.17554978429011037
25--70,0.25,0.7,201606,2016,4,9,13,0.034287828923055264,0.09402147986383014
25--70,0.25,0.7,201606,2016,5,9,13,-0.008885515072686756,-0.028045181324110047
25--70,0.25,0.7,201606,2016,6,9,13,-0.0281846836365216,-0.09372790909973716
25--70,0.25,0.7,201607,2016,1,10,13,0.12075140515513949,0.13178293367509264
25--70,0.25,0.7,201607,2016,2,10,13,0.09379958907893649,0.13191079892227497
25--70,0.25,0.7,201607,2016,3,10,13,0.02488321728707188,0.048194017376189
25--70,0.25,0.7,201607,2016,4,10,13,-0.04580895988715905,-0.1130708332717898
25--70,0.25,0.7,201607,2016,5,10,13,-0.07671719243200315,-0.20841653483345013
25--70,0.25,0.7,201607,2016,6,10,13,-0.08864116845267189,-0.24854104299622826
25--70,0.25,0.7,201608,2016,1,10,13,0.09974822375998227,0.10610828679272899
25--70,0.25,0.7,201608,2016,2,10,13,0.10889254564560136,0.14383807130774562
25--70,0.25,0.7,201608,2016,3,10,13,0.10715488361152836,0.18222468682873716
25--70,0.25,0.7,201608,2016,4,10,13,0.0985889533209452,0.20387893639100785
25--70,0.25,0.7,201608,2016,5,10,13,0.09292515498833742,0.20903524545543917
25--70,0.25,0.7,201608,2016,6,10,13,0.09009834710133657,0.20861854269100366
25--70,0.25,0.7,201706,2017,1,9,13,-0.03381476557291696,-0.03833138766110178
25--70,0.25,0.7,201706,2017,2,9,13,-0.04503771395853007,-0.06687630087022889
25--70,0.25,0.7,201706,2017,3,9,13,-0.04510716694052741,-0.09194522262122895
25--70,0.25,0.7,201706,2017,4,9,13,-0.07797020968717128,-0.21176983247256143
25--70,0.25,0.7,201706,2017,5,9,13,-0.10938761026110122,-0.34282344517480023
25--70,0.25,0.7,201706,2017,6,9,13,-0.12398028446201992,-0.4103218711229353
25--70,0.25,0.7,201707,2017,1,10,13,-0.11400448688673326,-0.13715490947346698
25--70,0.25,0.7,201707,2017,2,10,13,-0.11877235792066321,-0.1825773530153283
25--70,0.25,0.7,201707,2017,3,10,13,-0.16592199151833242,-0.34759017645734813
25--70,0.25,0.7,201707,2017,4,10,13,-0.23744617707989646,-0.6281769353074518
25--70,0.25,0.7,201707,2017,5,10,13,-0.2706299109687954,-0.7847267550494221
25--70,0.25,0.7,201707,2017,6,10,13,-0.28298395681996513,-0.8452737308357676
25--70,0.25,0.7,201708,2017,1,10,13,-0.06968679432516356,-0.08365368991514499
25--70,0.25,0.7,201708,2017,2,10,13,-0.0691493984209518,-0.10610602565086369
25--70,0.25,0.7,201708,2017,3,10,13,-0.06297754338330974,-0.13079952424418018
25--70,0.25,0.7,201708,2017,4,10,13,-0.08619570298717893,-0.22802746402460006
25--70,0.25,0.7,201708,2017,5,10,13,-0.10662152533559699,-0.31261126379531223
25--70,0.25,0.7,201708,2017,6,10,13,-0.11593668564365178,-0.35202914029508214
25--70,0.25,0.7,201806,2018,1,9,13,-0.09038178457093371,-0.10768413037864422
25--70,0.25,0.7,201806,2018,2,9,13,-0.08471580265059964,-0.12922718041949244
25--70,0.25,0.7,201806,2018,3,9,13,-0.0515989974439669,-0.10489867990565482
25--70,0.25,0.7,201806,2018,4,9,13,-0.0724426554948916,-0.19120655374616558
25--70,0.25,0.7,201806,2018,5,9,13,-0.10626607914784003,-0.319560646115991
25--70,0.25,0.7,201806,2018,6,9,13,-0.12296868234989322,-0.3885021812669933
25--70,0.25,0.7,201807,2018,1,10,13,-0.10241453532993106,-0.114320523330814
25--70,0.25,0.7,201807,2018,2,10,13,-0.15955706115924173,-0.22504606409970407
25--70,0.25,0.7,201807,2018,3,10,13,-0.2391919387288416,-0.4457812163155408
25--70,0.25,0.7,201807,2018,4,10,13,-0.3089440880971156,-0.711849348621818
25--70,0.25,0.7,201807,2018,5,10,13,-0.3430601026615787,-0.8615488569048013
25--70,0.25,0.7,201807,2018,6,10,13,-0.3571704607219013,-0.9226887228381866
25--70,0.25,0.7,201808,2018,1,10,13,-0.07603316123090631,-0.08632671074947984
25--70,0.25,0.7,201808,2018,2,10,13,-0.09851140672302994,-0.13931917382527192
25--70,0.25,0.7,201808,2018,3,10,13,-0.15394717766895705,-0.2844222389101061
25--70,0.25,0.7,201808,2018,4,10,13,-0.260449890725828,-0.6127306978612181
25--70,0.25,0.7,201808,2018,5,10,13,-0.323326260964801,-0.8542582802949332
25--70,0.25,0.7,201808,2018,6,10,13,-0.34959199098878635,-0.9642502486694378
25--70,0.25,0.7,201906,2019,1,9,13,-0.11646971888124436,-0.13956771853846073
25--70,0.25,0.7,201906,2019,2,9,13,-0.14139641226894395,-0.2204933849075168
25--70,0.25,0.7,201906,2019,3,9,13,-0.1753566740758168,-0.38274697732288754
25--70,0.25,0.7,201906,2019,4,9,13,-0.1962378994984152,-0.5758480407606976
25--70,0.25,0.7,201906,2019,5,9,13,-0.207917030715418,-0.6999861686836395
25--70,0.25,0.7,201906,2019,6,9,13,-0.2129628490430875,-0.7540253410095037
25--70,0.25,0.7,201907,2019,1,10,13,0.05816598003012574,0.06660153993184714
25--70,0.25,0.7,201907,2019,2,10,13,0.052677734475085725,0.07653546928248911
25--70,0.25,0.7,201907,2019,3,10,13,0.04111135680553546,0.08035451667333993
25--70,0.25,0.7,201907,2019,4,10,13,0.005817193811696431,0.014501163738278144
25--70,0.25,0.7,201907,2019,5,10,13,-0.020913400996504072,-0.05792062465584458
25--70,0.25,0.7,201907,2019,6,10,13,-0.032981326664773825,-0.09471500404534439
25--70,0.25,0.7,201908,2019,1,10,13,-0.11278890113575846,-0.14226810321276462
25--70,0.25,0.7,201908,2019,2,10,13,-0.10299509982139676,-0.16288453869626895
25--70,0.25,0.7,201908,2019,3,10,13,-0.10029792351186395,-0.2100028586086755
25--70,0.25,0.7,201908,2019,4,10,13,-0.16778641735797784,-0.45845884583786667
25--70,0.25,0.7,201908,2019,5,10,13,-0.21660366070464698,-0.6721337930849698
25--70,0.25,0.7,201908,2019,6,10,13,-0.23768371682121459,-0.772621379278803
25--70,0.25,0.7,202006,2020,1,9,13,-0.09336903955553022,-0.11137611372232392
25--70,0.25,0.7,202006,2020,2,9,13,-0.07957044327519658,-0.1227726523106556
25--70,0.25,0.7,202006,2020,3,9,13,-0.10398085452739037,-0.22654630125550135
25--70,0.25,0.7,202006,2020,4,9,13,-0.1512099749495146,-0.44818958242823204
25--70,0.25,0.7,202006,2020,5,9,13,-0.16711450727793808,-0.565841380447087
25--70,0.25,0.7,202006,2020,6,9,13,-0.1722402507675953,-0.6111318397147132
25--70,0.25,0.7,202007,2020,1,10,13,-0.010893264720314377,-0.011766495851930792
25--70,0.25,0.7,202007,2020,2,10,13,-0.06611089541664983,-0.09134833437756873
25--70,0.25,0.7,202007,2020,3,10,13,-0.13217674485199982,-0.24980097818564495
25--70,0.25,0.7,202007,2020,4,10,13,-0.1792631697327668,-0.44319791101275907
25--70,0.25,0.7,202007,2020,5,10,13,-0.20237464106396663,-0.5634166662970106
25--70,0.25,0.7,202007,2020,6,10,13,-0.21217808212861444,-0.6160665307489213
25--70,0.25,0.7,202008,2020,1,10,13,0.010247011871808542,0.012137862590258397
25--70,0.25,0.7,202008,2020,2,10,13,-0.013201729218217162,-0.020562276582144712
25--70,0.25,0.7,202008,2020,3,10,13,-0.05824275346164787,-0.12513762474169443
25--70,0.25,0.7,202008,2020,4,10,13,-0.09469003150567834,-0.25427154327020496
25--70,0.25,0.7,202008,2020,5,10,13,-0.10762258198511943,-0.31467119675799626
25--70,0.25,0.7,202008,2020,6,10,13,-0.11160627793539601,-0.33524309915119943
25--70,0.25,0.7,202106,2021,1,9,13,-0.13434651663194153,-0.1637828388171152
25--70,0.25,0.7,202106,2021,2,9,13,-0.11265387517807057,-0.1754818576101953
25--70,0.25,0.7,202106,2021,3,9,13,-0.09415466942315387,-0.20012355928793157
25--70,0.25,0.7,202106,2021,4,9,13,-0.12260662670474398,-0.3448266227714143
25--70,0.25,0.7,202106,2021,5,9,13,-0.15546500205405667,-0.500175900865
25--70,0.25,0.7,202106,2021,6,9,13,-0.17128434902143364,-0.579259354259678
25--70,0.25,0.7,202107,2021,1,10,13,-0.08619093361151409,-0.0977017203027648
25--70,0.25,0.7,202107,2021,2,10,13,-0.08194699798068117,-0.1173765318084583
25--70,0.25,0.7,202107,2021,3,10,13,-0.07991284117967667,-0.14990019493766393
25--70,0.25,0.7,202107,2021,4,10,13,-0.10783312787176802,-0.24825886614357273
25--70,0.25,0.7,202107,2021,5,10,13,-0.12789421749299368,-0.320224721365423
25--70,0.25,0.7,202107,2021,6,10,13,-0.13650733024796957,-0.35120445087398
25--70,0.25,0.7,202108,2021,1,10,13,-0.03540660438537424,-0.043380149887548125
25--70,0.25,0.7,202108,2021,2,10,13,-0.04741876694639491,-0.07556918418919789
25--70,0.25,0.7,202108,2021,3,10,13,-0.06305530746614518,-0.13891570670667264
25--70,0.25,0.7,202108,2021,4,10,13,-0.08592747870066375,-0.24579880991158642
25--70,0.25,0.7,202108,2021,5,10,13,-0.0932439062368915,-0.29763076660634447
25--70,0.25,0.7,202108,2021,6,10,13,-0.09517538135273496,-0.3153262707418003
25--70,0.25,0.7,202306,2023,1,9,13,-0.08253608924897327,-0.10115852985454854
25--70,0.25,0.7,202306,2023,2,9,13,-0.07682864746567408,-0.12087969676518906
25--70,0.25,0.7,202306,2023,3,9,13,-0.03465761394148592,-0.07317653450832395
25--70,0.25,0.7,202306,2023,4,9,13,0.001832623992510829,0.004958060955734034
25--70,0.25,0.7,202306,2023,5,9,13,-0.0004244985004822066,-0.0012939191697727281
25--70,0.25,0.7,202306,2023,6,9,13,-0.005127998402925882,-0.016335838316161144
25--70,0.25,0.7,202307,2023,1,10,13,-0.09586232520977489,-0.11453448916889064
25--70,0.25,0.7,202307,2023,2,10,13,-0.16946550426905105,-0.27244474342849756
25--70,0.25,0.7,202307,2023,3,10,13,-0.26539802336545304,-0.6138174338367173
25--70,0.25,0.7,202307,2023,4,10,13,-0.3307101117405886,-0.9882628029441571
25--70,0.25,0.7,202307,2023,5,10,13,-0.3519141833833008,-1.1569577489388543
25--70,0.25,0.7,202307,2023,6,10,13,-0.35859431802547537,-1.2148970072451508
25--70,0.25,0.7,202308,2023,1,10,13,-0.2738161482000071,-0.3693645267532726
25--70,0.25,0.7,202308,2023,2,10,13,-0.31994254306032044,-0.5550448254631135
25--70,0.25,0.7,202308,2023,3,10,13,-0.3834041789507733,-0.9127907278637961
25--70,0.25,0.7,202308,2023,4,10,13,-0.4389467135045999,-1.3569205259721322
25--70,0.25,0.7,202308,2023,5,10,13,-0.46337451684598396,-1.6032508850052976
25--70,0.25,0.7,202308,2023,6,10,13,-0.47237288488424334,-1.698878396983858
25--70,0.25,0.7,202406,2024,1,9,13,-0.07615370925212672,-0.0901269433427121
25--70,0.25,0.7,202406,2024,2,9,13,-0.11531051749537424,-0.1802641947134247
25--70,0.25,0.7,202406,2024,3,9,13,-0.14981882977100147,-0.33069230784294623
25--70,0.25,0.7,202406,2024,4,9,13,-0.18258518567062554,-0.5450625684539006
25--70,0.25,0.7,202406,2024,5,9,13,-0.2018773094843288,-0.6924878200300313
25--70,0.25,0.7,202406,2024,6,9,13,-0.21009442232205933,-0.7579800340669616
25--70,0.25,0.7,202407,2024,1,10,13,0.13932348687878027,0.15312250567772256
25--70,0.25,0.7,202407,2024,2,10,13,0.15616073649972884,0.2177980106544939
25--70,0.25,0.7,202407,2024,3,10,13,0.14491094042074448,0.27072514152348637
25--70,0.25,0.7,202407,2024,4,10,13,0.07369038202575173,0.17319587027237748
25--70,0.25,0.7,202407,2024,5,10,13,0.032548890300758915,0.08413339774114093
25--70,0.25,0.7,202407,2024,6,10,13,0.015691997516999567,0.04187359713309924
25--70,0.25,0.7,202408,2024,1,10,13,0.051532738560382096,0.05837526885879285
25--70,0.25,0.7,202408,2024,2,10,13,0.02347581598170856,0.03399371191610179
25--70,0.25,0.7,202408,2024,3,10,13,-0.012346525741941061,-0.023946787762905153
25--70,0.25,0.7,202408,2024,4,10,13,-0.05565809985374148,-0.134516878995683
25--70,0.25,0.7,202408,2024,5,10,13,-0.07596692993372922,-0.2007415860576902
25--70,0.25,0.7,202408,2024,6,10,13,-0.08382536366291338,-0.2281146058821255
25--70,0.25,0.7,202506,2025,1,9,13,-0.08865793169074565,-0.10042453146294328
25--70,0.25,0.7,202506,2025,2,9,13,-0.11091521188935671,-0.1666163628174102
25--70,0.25,0.7,202506,2025,3,9,13,-0.12970210951169103,-0.27588280703944523
25--70,0.25,0.7,202506,2025,4,9,13,-0.18518753208434224,-0.5344737914963416
25--70,0.25,0.7,202506,2025,5,9,13,-0.22590649194758272,-0.7509259686578176
25--70,0.25,0.7,202506,2025,6,9,13,-0.2437616827062694,-0.8533552963937705
25--70,0.25,0.7,202507,2025,1,10,13,-0.08994269418067347,-0.10236966086724619
25--70,0.25,0.7,202507,2025,2,10,13,-0.10448630851124374,-0.14747441871483113
25--70,0.25,0.7,202507,2025,3,10,13,-0.10423643187223741,-0.18830154787244702
25--70,0.25,0.7,202507,2025,4,10,13,-0.07762682328791204,-0.16776169591826573
25--70,0.25,0.7,202507,2025,5,10,13,-0.05707317231538944,-0.1322509502053295
25--70,0.25,0.7,202507,2025,6,10,13,-0.04761753844060557,-0.11273977126759593
25--70,0.25,0.7,202508,2025,1,10,13,-0.10592505013328479,-0.1268318421125456
25--70,0.25,0.7,202508,2025,2,10,13,-0.12916902179972267,-0.19604211649759762
25--70,0.25,0.7,202508,2025,3,10,13,-0.17051240822922364,-0.34296029029572317
25--70,0.25,0.7,202508,2025,4,10,13,-0.22203961505773084,-0.5570959556452921
25--70,0.25,0.7,202508,2025,5,10,13,-0.24546813402558798,-0.6747863522544346
25--70,0.25,0.7,202508,2025,6,10,13,-0.2536622169768349,-0.7187265875156559
25--80,0.25,0.8,199106,1991,1,6,16,0.06929288013891255,0.07782228859916707
